not_enough_data,2016-09-02,18:00,246.749,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CH-CHA_201609241300.csv,2016-09-24,19:00,268.7915,0,35988,35988,-0.365251E-02,1,0.913865E-03,-0.325775,2,1.17764,4.77509,1,1.23200,0.108124,1,0.278966E-01,0.101327E-01,1,0.854573E-02,0.171650E-02,1,0.464475E-03,-1.50113,-0.350255,-0.793097E-02,0.782531E-03,0.143184E-03,0.356290E-11,0.515667E-12,0.797399E-13,574.625,14.6125,14.8292,0.850000,0,0.831668E-01,2.11490,2.14626,2.50000,0,0.128604E-01,0.327036,0.331886,5.00000,0,295.342,293.978,96559.5,1.13803,1013.52,0.254296E-01,0.700646E-02,0.103547E-01,1404.80,2452.43,0.909885E-02,57.2820,1047.63,285.185,0.896706E-01,0.265194,0.145198E-01,0.280320,-0.182538E-12,0.620040E-14,0.280320,0.968814,116.289,71.3179,2.96910,-9999,0.566526E-01,0.676719E-01,47.5265,0.422922E-01,-0.682237E-01,0.498555E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.358962E-02,1.01752,-0.723358E-01,1.02315,3.95569,1.20715,0.895703E-01,1.20715,0.839393E-02,1.20715,0.142195E-02,1.20715,800009000,800109000,800009000,800009000,800009011,800119011,811119111,811119111,80100,80100,80,81,5,2,0,6,0,1,0,0.765721E-01,0.574499E-01,0.132177E-02,0.182528,0.618175E-01,0.106643E-01,0.192061E-04,-0.627145E-04,0.231137E-02,0.216606E-03,0.366936E-04,34.0000,96.5000,0.499972,0.00000,0.00000,154447.,926485.
CH-CHA_201609241900.csv,2016-09-24,19:30,268.8123,0,36000,36000,-0.144026E-02,2,0.827859E-03,0.159549,2,1.11280,6.17192,1,3.60435,0.139631,1,0.815436E-01,0.252879E-01,1,0.677883E-01,-0.953585E-03,2,0.533431E-03,-1.39978,-4.07346,-0.921564E-01,0.404317E-01,0.614010E-03,0.138232E-11,0.327353E-12,0.372732E-13,498.144,12.6207,12.7820,0.500000E-01,0,0.117967,2.98876,3.02696,5.00000,0,0.134320E-01,0.340307,0.344657,0.500000E-01,0,294.248,293.074,96559.5,1.14239,1012.40,0.253355E-01,0.904811E-02,0.897655E-02,1214.09,2319.54,0.785771E-02,52.3417,1105.45,282.990,0.231398E-02,0.185365,0.336083E-02,0.185410,0.595924E-13,0.277495E-14,0.185410,0.660681,99.3069,89.2848,1.03863,-9999,0.355070E-01,0.661206E-01,-23.8828,-0.841609E-01,0.258507E-01,-0.388521E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.138710E-02,1.03833,0.475580,1.03647,5.16230,1.19558,0.116790,1.19558,0.211513E-01,1.19558,-0.797594E-03,1.19558,800009000,800109000,800009000,800009000,800009000,800009001,811119111,811119111,80000,80000,80,81,0,0,0,0,3,0,0,0.811497E-01,0.501956E-01,0.895784E-03,0.750841,0.848860,0.422982,0.111215E-03,0.411205E-03,0.299661E-02,0.542700E-03,-0.204647E-04,34.0000,96.5001,0.500083,0.00000,0.00000,741124.,892327.
CH-CHA_201609241900.csv,2016-09-24,20:00,268.8331,0,36000,36000,-0.157906E-01,1,0.210517E-02,10.3570,1,2.41537,8.38359,1,2.72527,0.189526,1,0.616096E-01,-0.305866,1,0.914750E-01,-0.392010E-02,1,0.111311E-02,-1.19561,0.452442,0.102283E-01,0.735454E-02,0.796969E-06,-0.107280E-10,-0.262938E-11,-0.284320E-12,508.147,12.8412,13.0082,0.500000E-01,0,0.124544,3.14731,3.18825,0.500000E-01,0,0.134672E-01,0.340324,0.344751,1.30000,0,293.496,292.304,96559.5,1.14530,1012.50,0.252706E-01,0.122813E-01,0.915680E-02,1235.22,2211.14,0.799509E-02,55.8633,975.925,283.248,0.578992E-01,0.103006,0.114006E-01,0.118712,0.278622E-12,-0.211120E-13,0.118712,0.927847,168.881,60.6599,5.51091,-9999,0.117419,0.131012,-13.3054,-0.151067,1.23539,-0.760641E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.149891E-01,1.05347,10.3641,1.04672,6.91794,1.21186,0.156393,1.21186,-0.252393,1.21186,-0.323477E-02,1.21186,800009000,800109000,800009000,800009000,800009000,811009000,811119111,811119111,80100,80100,80,81,0,0,1,0,0,0,0,0.123183,0.136799,0.204090E-02,0.204640,0.139493,0.320949,0.462668E-04,0.893751E-02,0.400335E-02,-0.646079E-02,-0.828040E-04,34.0000,96.5000,0.499972,0.00000,0.00000,496169.,936085.
CH-CHA_201609241900.csv,2016-09-24,20:30,268.8540,0,36000,36000,-0.924612E-03,1,0.309851E-03,0.484602E-01,2,0.449631,3.35510,1,1.24234,0.758512E-01,1,0.280865E-01,0.563010E-01,1,0.176499E-01,0.509557E-03,1,0.214790E-03,0.655662E-01,-0.269294E-01,-0.608813E-03,-0.297491E-01,-0.313961E-03,0.831474E-12,0.162423E-12,0.216200E-13,507.556,12.8281,12.9948,0.300000,0,0.991480E-01,2.50589,2.53845,0.500000E-01,0,0.131975E-01,0.333555,0.337889,3.60000,0,293.537,292.346,96559.5,1.14514,1012.50,0.252742E-01,0.491516E-02,0.914616E-02,1233.96,2216.97,0.798691E-02,55.6597,983.011,283.232,0.140109,0.416429,0.200499E-01,0.439824,0.170608E-12,0.163819E-14,0.439824,0.891796,116.750,71.4042,2.61280,-9999,0.284151E-01,0.665872E-01,-40.3004,-0.498754E-01,0.144438E-01,-0.147090E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.905925E-03,1.02063,0.224041,1.02472,2.84757,1.17823,0.643772E-01,1.17823,0.477843E-01,1.17823,0.432476E-03,1.17823,800009000,800109000,800009000,800009000,800009000,800019010,811119111,811119111,80111,80111,80,81,4,0,1,0,0,0,0,0.206297E-01,0.111751,0.794207E-03,0.377026E-01,0.144955,0.561896E-01,0.933892E-05,0.193230E-03,0.164814E-02,0.122334E-02,0.110720E-04,34.0000,96.5000,0.500000,0.00000,0.00000,883640.,956905.
CH-CHA_201609241900.csv,2016-09-24,21:00,268.8748,0,36000,36000,-0.305378E-02,1,0.109170E-02,-3.41455,2,1.67562,-4.04036,2,2.20886,-0.912663E-01,2,0.498952E-01,0.155509,2,0.682743E-01,0.104095E-02,2,0.446313E-03,-1.36472,-2.96007,-0.668639E-01,0.321026E-01,0.340977E-03,0.595854E-12,0.167157E-12,0.178306E-13,452.274,11.3914,11.5227,5.00000,0,0.126878,3.19566,3.23248,5.00000,0,0.135341E-01,0.340881,0.344809,0.850000,0,292.523,291.469,96559.5,1.14921,1011.68,0.251869E-01,-0.591406E-02,0.814998E-02,1096.26,2098.86,0.709183E-02,52.2314,1002.60,281.476,0.200805,0.160653,0.900569E-02,0.257319,-0.409255E-13,0.131746E-14,0.257319,1.16314,149.929,38.6615,2.00566,-9999,0.515490E-01,0.174258,3.41396,0.588760,0.845109,0.569732E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.295512E-02,1.03339,-3.37000,1.06503,-2.47023,1.63562,-0.557992E-01,1.63562,0.950764E-01,1.63562,0.636426E-03,1.63562,800009000,800109000,800009000,800009000,800009000,801009010,811119111,811119111,80100,80100,80,81,1,2,1,0,9,0,0,0.130362,0.216477,0.167811E-02,0.312617,0.211724,0.387996,0.230732E-04,-0.289860E-02,-0.142155E-02,0.242218E-02,0.162137E-04,34.0000,96.5001,0.500083,0.00000,0.00000,884547.,956905.
CH-CHA_201609241900.csv,2016-09-24,21:30,268.8956,0,36000,36000,-0.387242E-02,1,0.103211E-02,-2.09242,2,1.51599,2.62324,1,1.01550,0.592315E-01,1,0.229295E-01,0.356730E-01,2,0.525660E-01,0.249435E-02,1,0.715558E-03,-0.652880,1.12254,0.253463E-01,-0.179147E-01,0.465431E-04,0.414871E-11,0.977179E-12,0.118837E-12,474.469,11.9353,12.0795,0.500000E-01,0,0.111756,2.81122,2.84518,5.00000,0,0.135909E-01,0.341880,0.346010,5.00000,0,292.153,291.050,96559.5,1.15062,1011.97,0.251551E-01,0.383820E-02,0.854994E-02,1148.41,2044.31,0.743069E-02,56.1760,895.897,282.163,0.216765E-01,0.105850,0.640139E-02,0.108236,0.561036E-13,0.874389E-14,0.108236,0.865217,18.7448,78.4266,3.39062,-9999,0.580129E-01,0.777759E-01,7.94131,0.253107,-0.797645,0.309757E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.375978E-02,1.02996,-1.89509,1.04455,1.87887,1.39618,0.424239E-01,1.39618,0.255504E-01,1.39618,0.178655E-02,1.39618,800009000,800109000,800009000,800009000,800019011,800119011,811119111,811119111,80100,80100,80,81,0,1,2,0,0,0,0,0.109388,0.451488E-01,0.101531E-02,0.214818,0.541976E-01,0.211676,0.567645E-04,-0.162753E-02,0.108002E-02,0.650458E-03,0.454818E-04,34.0000,96.5003,0.500306,0.00000,0.00000,883385.,956905.
CH-CHA_201609241900.csv,2016-09-24,22:00,268.9165,0,36000,36000,0.618924E-02,1,0.917600E-03,-10.2403,1,2.94346,-7.33042,1,1.99400,-0.165320,1,0.449699E-01,0.658150,1,0.789589E-01,0.111389E-01,1,0.131423E-02,-1.93975,-0.826803,-0.186465E-01,0.200855E-01,0.171912E-03,0.456447E-11,0.128201E-11,0.136715E-12,460.651,11.5369,11.6716,5.00000,0,0.129382,3.24035,3.27817,4.95000,0,0.137974E-01,0.345553,0.349586,3.50000,0,290.873,289.811,96559.5,1.15572,1011.73,0.250448E-01,-0.107127E-01,0.830093E-02,1110.22,1890.27,0.718249E-02,58.7334,780.048,281.663,0.253472E-01,-0.131657E-01,-0.742861E-02,0.295128E-01,-0.168927E-12,0.990875E-14,0.295128E-01,0.562317,210.084,332.552,-14.5786,-9999,0.731801E-01,0.360800E-01,3.25681,0.617168,1.39696,0.119675,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.584154E-02,1.05952,-9.75975,1.08236,-4.31091,1.70043,-0.972221E-01,1.70043,0.387048,1.70043,0.655060E-02,1.70043,800009000,800109000,800009000,800009000,800009000,801009011,811119111,811119111,80100,80100,80,81,0,2,0,1,1,0,0,0.229072E-01,0.473523E-01,0.190052E-02,0.341863,0.702438E-01,0.193571,0.545263E-04,-0.834689E-02,-0.246323E-02,0.980631E-02,0.165967E-03,34.0000,96.5002,0.500250,0.00000,0.00000,883603.,956905.
CH-CHA_201609241900.csv,2016-09-24,22:30,268.9373,0,36000,36000,0.212155E-02,1,0.615907E-03,0.568816,2,0.762715,1.75025,1,0.678443,0.394674E-01,1,0.152986E-01,-0.811452E-02,2,0.644911E-02,0.601806E-03,2,0.355267E-03,-0.213980,-0.754773,-0.170198E-01,-0.265106E-01,-0.183059E-03,0.207822E-11,0.497404E-12,0.635442E-13,446.402,11.1735,11.2998,1.60000,0,0.106842,2.67428,2.70450,0.500000E-01,0,0.136493E-01,0.341644,0.345505,4.10000,0,290.702,289.675,96559.5,1.15642,1011.52,0.250302E-01,0.255749E-02,0.804416E-02,1075.37,1873.94,0.695610E-02,57.3853,798.575,281.193,0.272899,0.278792,0.700528E-02,0.390190,-0.162639E-13,0.465549E-14,0.390190,0.895489,133.269,45.6121,1.02872,-9999,0.428320E-01,0.334498E-01,-11.7552,-0.170988,0.324992,-0.113530E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.207511E-02,1.02238,0.647183,1.02586,1.48360,1.17973,0.334545E-01,1.17973,-0.687828E-02,1.17973,0.510122E-03,1.17973,800009000,800109000,800009000,800009000,800009000,810009001,811119111,811119111,80101,80101,80,81,0,3,0,3,0,0,0,0.478788E-01,0.181796E-01,0.841258E-03,0.103529,0.256797E-01,0.507944E-02,0.163066E-04,0.553268E-03,0.846803E-03,-0.174103E-03,0.129122E-04,34.0000,96.5001,0.500083,0.00000,0.00000,883492.,806473.
CH-CHA_201609241900.csv,2016-09-24,23:00,268.9581,0,36000,36000,0.227033E-02,1,0.510127E-03,3.25129,1,0.761758,3.34610,1,0.882140,0.754303E-01,1,0.198859E-01,0.912461E-01,1,0.463037E-01,0.222078E-02,1,0.814604E-03,-0.492941,-1.01040,-0.227773E-01,0.105345E-01,0.373523E-03,0.317564E-12,0.861359E-13,0.103879E-13,427.525,10.6878,10.8032,3.90000,0,0.115962,2.89894,2.93026,2.25000,0,0.139849E-01,0.349610,0.353387,5.00000,0,290.342,289.360,96559.5,1.15789,1011.25,0.249991E-01,0.488788E-02,0.770400E-02,1028.78,1836.82,0.665350E-02,56.0085,808.046,280.544,0.213554,0.215047,0.761667E-03,0.303070,0.335821E-13,0.742796E-15,0.303070,0.924554,150.533,45.1996,0.143994,-9999,0.442804E-01,0.505400E-01,-2.27216,-0.884623,0.971668,-0.627076E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.221123E-02,1.02673,3.34382,1.02872,2.82659,1.18379,0.637192E-01,1.18379,0.770795E-01,1.18379,0.187598E-02,1.18379,800009000,800109000,800009000,800009011,800009010,800009011,811119111,811119111,80111,80111,80,81,0,1,1,1,1,0,0,0.260496E-01,0.737806E-01,0.124983E-02,0.644093E-01,0.330957E-01,0.195748,0.569390E-04,0.285574E-02,0.161008E-02,0.194767E-02,0.474031E-04,33.9893,96.5024,0.499889,0.00000,0.00000,884334.,555030.
CH-CHA_201609241900.csv,2016-09-24,23:30,268.9790,0,36000,36000,-0.145396E-01,1,0.223919E-02,0.451708,2,1.20126,-2.35955,2,1.32787,-0.531425E-01,2,0.299067E-01,0.105426,1,0.557250E-01,-0.404697E-02,1,0.902119E-03,-1.48672,-0.644633,-0.145186E-01,0.167091E-01,0.104134E-03,0.698978E-11,0.219144E-11,0.236933E-12,416.582,10.3792,10.4880,0.150000,0,0.130607,3.25409,3.28822,1.00000,0,0.141209E-01,0.351823,0.355513,3.55000,0,289.365,288.415,96559.5,1.16182,1011.06,0.249150E-01,-0.344363E-02,0.750682E-02,999.173,1729.00,0.646128E-02,57.7891,729.827,280.117,-0.829201E-01,-0.242518,0.201971E-01,0.257096,-0.867577E-13,0.167789E-13,0.257096,1.19486,294.685,251.124,4.50571,-9999,0.111868,0.132735,-263.689,-0.762261E-02,-0.191438,-0.343745E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.141147E-01,1.03011,0.318830,1.03096,-1.98762,1.18713,-0.447657E-01,1.18713,0.888076E-01,1.18713,-0.340905E-02,1.18713,800009000,800109000,800009000,800009011,800009000,811009010,811119111,811119111,80000,80000,80,81,0,4,2,2,0,0,0,0.146068,0.117253,0.214876E-02,0.197874,0.377829E-01,0.135836,0.322121E-04,0.271422E-03,-0.112700E-02,0.223578E-02,-0.858247E-04,33.9902,96.5023,0.500014,0.00000,0.00000,883844.,912698.
CH-CHA_201609241900.csv,2016-09-25,00:00,269.0000,0,36000,36000,0.225773E-02,1,0.518131E-03,-1.18171,1,0.331195,-0.905301,2,0.412675,-0.203861E-01,2,0.929286E-02,0.280184E-01,2,0.898978E-02,0.817757E-03,1,0.204034E-03,-0.266794,-0.159043,-0.358143E-02,-0.100993E-01,-0.269167E-03,-0.149973E-11,-0.442442E-12,-0.503796E-13,413.782,10.3031,10.4104,4.95000,0,0.122072,3.03956,3.07120,0.100000,0,0.139000E-01,0.346106,0.349709,3.10000,0,289.188,288.245,96559.5,1.16253,1011.01,0.248998E-01,-0.132102E-02,0.745636E-02,991.873,1710.26,0.641389E-02,57.9954,718.388,280.011,0.395100E-01,0.221653,0.238125E-02,0.225160,-0.329894E-13,-0.362444E-14,0.225160,0.684544,110.721,79.8931,0.605961,-9999,0.440691E-01,0.354705E-01,6.16184,0.326201,1.30532,0.228147E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.220074E-02,1.02590,-1.16970,1.04738,-0.621703,1.45616,-0.139999E-01,1.45616,0.192413E-01,1.45616,0.561584E-03,1.45616,800009000,800109000,800009000,800009000,800009000,800009000,811119111,811119111,80011,80011,80,81,0,1,3,6,1,0,0,0.373737E-01,0.328464E-01,0.720884E-03,0.183603E-01,0.122218E-01,0.112799E-01,0.629416E-05,-0.995206E-03,-0.352212E-03,0.484076E-03,0.141284E-04,34.0000,96.5000,0.500028,0.00000,0.00000,884452.,956904.
CH-CHA_201609241900.csv,2016-09-25,00:30,269.0208,0,36000,36000,-0.246852E-02,1,0.332745E-03,0.781972E-02,2,0.815464,-0.584555,2,0.548182,-0.131610E-01,2,0.123421E-01,0.786716,1,0.132483,0.612261E-02,1,0.100762E-02,-0.296690,0.147918,0.333031E-02,0.662206E-01,0.502413E-03,0.227782E-11,0.976077E-12,0.783380E-13,416.885,10.3738,10.4825,3.60000,0,0.178640,4.44530,4.49190,0.950000,0,0.143373E-01,0.356771,0.360511,1.60000,0,289.006,288.057,96559.5,1.16326,1011.05,0.248841E-01,-0.852832E-03,0.751226E-02,998.657,1689.64,0.645793E-02,59.1048,690.980,280.110,0.584782E-01,-0.200762,0.355667E-02,0.209135,-0.158700E-13,0.546392E-14,0.209135,0.733417,263.167,286.240,0.974450,-9999,0.460659E-01,0.324233E-01,-1063.58,-0.188984E-02,-0.133772E-01,-0.144332E-03,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.241772E-02,1.02101,-0.217480E-01,1.02452,-0.484769,1.20584,-0.109143E-01,1.20584,0.652420,1.20584,0.507745E-02,1.20584,800009000,800109000,800009000,800009000,800009000,811009010,811119111,811119111,80011,80011,80,81,11,1,0,8,4,0,0,0.493881E-01,0.125783E-01,0.288034E-02,0.519421E-01,0.898366E-02,0.793637,0.554557E-04,-0.184914E-04,-0.274431E-03,0.164045E-01,0.127668E-03,34.0000,96.5000,0.500000,0.00000,0.00000,883916.,535579.
CH-CHA_201609241900.csv,2016-09-25,01:00,269.0416,0,35989,35989,0.187227E-02,1,0.351915E-03,0.298932,2,0.363030,-0.610491,1,0.209173,-0.137429E-01,1,0.470874E-02,-0.181133,1,0.363266E-01,-0.569239E-03,2,0.215201E-03,-0.237312,-0.241277,-0.543144E-02,-0.490718E-01,-0.495605E-03,-0.468017E-11,-0.155306E-11,-0.157969E-12,412.485,10.2586,10.3649,5.00000,0,0.136878,3.40418,3.43946,5.00000,0,0.139226E-01,0.346256,0.349845,4.95000,0,288.844,287.906,96559.5,1.16392,1010.98,0.248702E-01,-0.890541E-03,0.743297E-02,987.600,1673.32,0.638615E-02,59.0205,685.717,279.948,0.302071,0.439817,0.399178E-01,0.535050,-0.978171E-13,-0.113463E-13,0.535050,0.890898,129.064,55.5183,4.27856,-9999,0.401072E-01,0.311203E-01,-18.3615,-0.109468,-0.489658,-0.633408E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.183890E-02,1.01815,0.261669,1.02315,-0.518969,1.17635,-0.116826E-01,1.17635,-0.153978,1.17635,-0.483902E-03,1.17635,800009000,800109000,800009000,800009011,800009000,810009000,811119111,811119111,80000,80000,80,81,0,0,0,0,2,0,0,0.307685E-01,0.310239E-01,0.448123E-03,0.289179E-01,0.572829E-02,0.268051,0.112146E-04,0.222375E-03,-0.293552E-03,-0.386904E-02,-0.121591E-04,33.5145,96.6139,0.500127,0.00000,0.00000,884187.,956814.
CH-CHA_201609250100.csv,2016-09-25,01:30,269.0624,0,36000,36000,-0.398024E-02,1,0.753369E-03,-2.74414,1,0.858191,-2.52460,2,0.850365,-0.568224E-01,2,0.191396E-01,0.409439E-02,1,0.667168E-03,0.107932E-02,1,0.236379E-03,-0.275008,-0.414163,-0.932178E-02,-0.236249E-01,0.186742E-04,0.302126E-11,0.871847E-12,0.104099E-12,404.808,10.0609,10.1632,0.400000,0,0.116816,2.90328,2.93279,2.80000,0,0.139478E-01,0.346652,0.350175,2.20000,0,288.651,287.732,96559.5,1.16471,1010.87,0.248535E-01,-0.368209E-02,0.729465E-02,968.634,1654.59,0.626304E-02,58.5421,685.958,279.666,0.369058,0.232685,0.350560E-01,0.437693,0.326423E-13,0.746343E-14,0.437693,0.836002,150.156,32.2307,4.59389,-9999,0.584581E-01,0.655923E-01,6.19336,0.324541,1.08696,0.398701E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.389025E-02,1.02313,-2.73847,1.04540,-1.73578,1.45444,-0.390681E-01,1.45444,0.281509E-02,1.45444,0.742083E-03,1.45444,800009000,800109000,800009000,800009011,800009000,800009000,811119111,811119111,80000,80000,80,81,0,0,3,0,0,0,0,0.714626E-01,0.586308E-01,0.109126E-02,0.100061,0.403386E-01,0.762998E-04,0.707248E-05,-0.232592E-02,-0.980819E-03,0.706739E-04,0.186303E-04,33.4924,96.6189,0.499986,0.00000,0.00000,883507.,338450.
CH-CHA_201609250100.csv,2016-09-25,02:00,269.0833,0,36000,36000,-0.313670E-02,1,0.723657E-03,-0.190511E-01,2,0.574007,1.76394,1,0.628941,0.396763E-01,1,0.141468E-01,-0.565272E-01,1,0.160731E-01,-0.158988E-03,1,0.115073E-03,-1.05940,-0.387544,-0.871702E-02,0.105991E-01,-0.114662E-03,-0.101918E-11,-0.322729E-12,-0.355214E-13,398.341,9.87654,9.97505,0.400000,0,0.126137,3.12747,3.15867,1.25000,0,0.138834E-01,0.344227,0.347661,0.500000E-01,0,287.962,287.061,96559.5,1.16751,1010.75,0.247942E-01,0.257102E-02,0.717811E-02,950.938,1584.29,0.614820E-02,60.0230,633.352,279.398,-0.715286,-0.305999,0.257700E-01,0.778418,0.679460E-13,-0.255855E-14,0.778418,1.57216,346.564,203.161,1.89716,-9999,0.518328E-01,0.741815E-01,621.832,0.323238E-02,-0.108003E-01,0.311464E-03,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.309175E-02,1.01454,0.719004E-01,1.02101,1.50141,1.17486,0.337712E-01,1.17486,-0.481142E-01,1.17486,-0.135325E-03,1.17486,800009000,800109000,800009000,800009000,800009000,800009011,811119111,811119111,80100,80100,80,81,2,0,2,0,0,0,0,0.874455E-01,0.585904E-01,0.232711E-02,0.903112E-01,0.215844E-01,0.268476E-01,0.113980E-04,0.609289E-04,0.845657E-03,-0.120482E-02,-0.338865E-05,34.0000,96.5001,0.500083,0.00000,0.00000,884306.,154452.
CH-CHA_201609250100.csv,2016-09-25,02:30,269.1041,0,36000,36000,-0.112361E-01,1,0.148956E-02,-0.113775,2,0.172339,2.12266,2,1.03526,0.477396E-01,2,0.232835E-01,-0.218732E-01,1,0.683443E-02,0.509175E-03,1,0.167965E-03,-0.182323,0.641812,0.144347E-01,0.658689E-02,-0.103100E-03,-0.440456E-12,-0.141317E-12,-0.147967E-13,410.777,10.1818,10.2865,0.300000,0,0.131795,3.26675,3.30035,4.05000,0,0.137997E-01,0.342047,0.345565,1.20000,0,287.874,286.946,96559.5,1.16785,1010.92,0.247866E-01,0.309352E-02,0.740220E-02,980.230,1572.45,0.633831E-02,62.3380,592.215,279.839,-0.403426,0.482677E-01,0.161442E-01,0.406624,-0.760893E-13,-0.107225E-14,0.406624,1.38874,14.6030,173.177,2.27541,-9999,0.980877E-01,0.121210,705.661,0.284840E-02,-0.536004E-01,0.982492E-03,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.110772E-01,1.01435,-0.479192E-02,1.02089,1.77338,1.19696,0.398841E-01,1.19696,-0.182740E-01,1.19696,0.425392E-03,1.19696,800009000,800009000,800009000,800009000,800009000,800019001,811119111,811119111,80101,80101,80,81,1,0,0,0,6,0,0,0.800910E-01,0.154853,0.747534E-02,0.214102E-01,0.165076E-01,0.159402E-02,0.158266E-05,-0.405888E-05,0.998731E-03,-0.457597E-03,0.106521E-04,34.0000,96.5001,0.500111,0.00000,0.00000,884195.,154452.
CH-CHA_201609250100.csv,2016-09-25,03:00,269.1249,0,36000,36000,0.172411E-02,1,0.118642E-02,0.928977,1,0.318877,-0.798926,1,0.422660,-0.179718E-01,1,0.950771E-02,0.194244E-01,2,0.811968E-02,0.477180E-03,1,0.898697E-04,0.324562,0.504340,0.113451E-01,-0.556919E-02,-0.872166E-04,-0.159425E-11,-0.481693E-12,-0.520412E-13,420.130,10.4218,10.5316,0.700000,0,0.126940,3.14890,3.18206,0.150000,0,0.137144E-01,0.340201,0.343784,1.90000,0,288.102,287.152,96559.5,1.16691,1011.06,0.248062E-01,-0.116457E-02,0.757074E-02,1003.27,1593.55,0.648786E-02,62.9579,590.286,280.177,0.297288,0.381148,0.255069E-01,0.484050,0.121270E-13,-0.379466E-14,0.484050,1.15161,132.041,52.0465,3.02059,-9999,0.384383E-01,0.394121E-01,-5.20123,-0.386447,-1.16278,-0.204847E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.169137E-02,1.01936,0.869293,1.02391,-0.678653,1.17722,-0.152662E-01,1.17722,0.165001E-01,1.17722,0.405344E-03,1.17722,800009000,800019000,800009000,800009000,800009000,810019000,811119111,811119111,80011,80011,80,80,14,5,0,10,7,0,0,0.540148E-01,0.208694E-01,0.393993E-02,0.123873E-01,0.457095E-02,0.245498E-02,0.483741E-06,0.736808E-03,-0.382674E-03,0.413603E-03,0.101606E-04,34.0000,96.5001,0.500083,0.00000,0.00000,884011.,679921.
CH-CHA_201609250100.csv,2016-09-25,03:30,269.1458,0,36000,36000,0.950809E-03,0,0.701373E-03,4.00937,0,0.449069,0.749000,0,0.416825,0.168531E-01,0,0.937891E-02,-0.743457E-02,1,0.270786E-02,0.825748E-04,2,0.622677E-04,0.432347,0.359377,0.808628E-02,-0.290247E-02,-0.192797E-04,0.194230E-11,0.566093E-12,0.623028E-13,426.605,10.5931,10.7065,5.00000,0,0.124336,3.08741,3.12047,4.45000,0,0.136841E-01,0.339793,0.343431,2.05000,0,288.392,287.425,96559.5,1.16572,1011.16,0.248312E-01,0.109208E-02,0.768742E-02,1019.70,1622.09,0.659456E-02,62.8633,602.390,280.414,0.266403,0.161603,0.191269E-01,0.312173,0.322098E-13,0.455293E-14,0.312173,0.862902,157.248,31.2414,3.51273,-9999,0.285594E-01,0.208557E-01,-0.494317,-4.06621,5.35296,-0.119100,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.926564E-03,1.02617,3.95030,1.02835,0.633002,1.18325,0.142431E-01,1.18325,-0.628317E-02,1.18325,0.697864E-04,1.18325,800009000,800009000,800009000,800009000,800009000,800019000,811119111,811119111,80101,80101,80,81,2,0,0,15,3,0,0,0.216205E-01,0.157338E-01,0.435715E-02,0.106330E-01,0.275698E-02,0.203060E-03,0.328065E-06,0.335133E-02,0.357448E-03,-0.157684E-03,0.175138E-05,34.0000,96.5001,0.500056,0.00000,0.00000,884202.,956905.
