not_enough_data,2018-11-26,15:00,330.624,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CH-CHA_201811281900.csv,2018-11-28,23:30,332.9790,0,36000,36000,-0.346655E-02,1,0.262670E-03,-0.811751,1,0.237515,0.392833E-02,1,0.238946E-02,0.880616E-04,1,0.535646E-04,-0.147858E-01,1,0.102486E-01,-0.186045E-03,2,0.119088E-03,-1.18564,-0.485227E-02,-0.108774E-03,0.913001E-03,0.106348E-03,0.160433E-11,0.324732E-12,0.409774E-13,534.240,13.0967,13.2705,0.150000,0,0.108135,2.65090,2.68608,5.00000,0,0.136454E-01,0.334513,0.338952,5.00000,0,284.715,283.536,96559.5,1.18061,1012.47,0.245146E-01,0.570639E-05,0.962700E-02,1259.69,1255.86,0.815428E-02,100.000,0.00000,283.541,-0.624431,-0.314538,0.297361E-01,0.699809,-0.159786E-12,0.300301E-14,0.699809,1.55235,340.676,206.735,2.43533,-9999,0.541871E-01,0.876745E-01,16.6823,0.120487,-206.640,0.125325E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.341560E-02,1.01492,-0.791937,1.02907,0.293764E-02,1.33724,0.658532E-04,1.33724,-0.110569E-01,1.33724,-0.139126E-03,1.33724,800009000,800109100,800009000,800009000,800009000,800109000,811119111,811119111,80100,80100,80,81,13,10,9,8,0,0,0,0.646213E-01,0.108360,0.236795E-02,0.474073E-01,0.691076E-06,0.115721E-01,0.147196E-05,-0.662526E-03,0.163570E-05,-0.274639E-03,-0.345570E-05,22.0000,96.5050,0.504972,0.530744E+09,294.069
CH-CHA_201811281900.csv,2018-11-29,00:00,333.0000,0,36000,36000,-0.257093E-02,1,0.543799E-03,-11.9643,1,1.92023,-0.168794E-01,2,0.125991E-01,-0.378440E-03,2,0.282475E-03,0.253082E-01,1,0.107501E-01,0.194101E-02,1,0.254025E-03,0.237077,0.307750E-02,0.689982E-04,-0.620914E-03,-0.264014E-04,0.248381E-11,0.500167E-12,0.633264E-13,534.021,13.0982,13.2720,5.00000,0,0.107536,2.63759,2.67260,0.500000E-01,0,0.136152E-01,0.333947,0.338379,2.00000,0,284.864,283.684,96559.5,1.17999,1012.47,0.245274E-01,-0.245229E-04,0.962305E-02,1259.83,1268.35,0.815520E-02,99.3284,8.51851,283.543,-0.834410,0.185042,0.478203E-01,0.856018,-0.432678E-13,0.465114E-14,0.856018,1.94167,17.5974,167.496,3.20242,-9999,0.466773E-01,0.108026,0.723475,2.77826,708.810,0.214545,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.236670E-02,1.08629,-10.2621,1.17078,-0.554437E-02,3.04442,-0.124306E-03,3.04442,0.831297E-02,3.04442,0.637564E-03,3.04442,800009000,800009100,800009000,800009011,800009000,800109001,800109111,811119111,80000,80000,80,81,5,6,3,0,1,0,0,0.613715E-01,0.141664,0.130166E-01,0.125140,0.287395E-05,0.257158E-02,0.149863E-05,-0.858962E-02,-0.308921E-05,0.206591E-03,0.158445E-04,21.9761,96.5131,0.504116,0.542057E+09,294.043
CH-CHA_201811281900.csv,2018-11-29,00:30,333.0208,0,36000,36000,-0.103837E-01,1,0.222179E-02,1.07255,2,1.73089,0.323353E-01,1,0.101961E-01,0.724801E-03,1,0.228548E-03,0.105927E-01,1,0.343291E-02,0.513643E-03,1,0.291342E-03,-0.380931,0.539724E-03,0.120980E-04,-0.217213E-02,0.143291E-04,-0.331143E-11,-0.655054E-12,-0.845032E-13,534.480,13.0984,13.2723,0.200000,0,0.105729,2.59108,2.62547,5.00000,0,0.136392E-01,0.334254,0.338690,5.00000,0,284.625,283.446,96559.5,1.18098,1012.47,0.245069E-01,0.469671E-04,0.963132E-02,1259.85,1248.36,0.815536E-02,100.000,0.00000,283.543,0.163999E-01,0.100123,0.119914E-01,0.102163,-0.159537E-13,-0.619562E-14,0.102163,0.914057,70.9714,80.6977,6.74062,-9999,0.937678E-01,0.767160E-01,-65.4235,-0.307229E-01,33.1696,-0.956621E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.979794E-02,1.05978,1.02630,1.05102,0.260347E-01,1.24201,0.583570E-03,1.24201,0.852866E-02,1.24201,0.413558E-03,1.24201,800009000,800009100,800009000,800009011,800009010,800109010,811119111,811119111,80111,80111,80,81,16,3,1,1,0,0,0,0.835694E-01,0.646171E-01,0.524552E-02,0.970807E-01,0.112057E-05,0.241622E-03,0.175327E-05,0.858319E-03,0.144905E-04,0.211774E-03,0.102690E-04,21.9733,96.5129,0.502921,0.544190E+09,294.037
CH-CHA_201811281900.csv,2018-11-29,01:00,333.0416,0,35989,35989,-0.747058E-02,1,0.934133E-03,0.992115,2,0.537101,0.154745E-01,1,0.391393E-02,0.346823E-03,1,0.877210E-04,0.453738E-01,1,0.157186E-01,-0.299907E-03,2,0.151989E-03,-0.194613,-0.279931E-03,-0.627395E-05,0.965250E-02,0.352277E-04,-0.259653E-11,-0.554597E-12,-0.664100E-13,534.703,13.0983,13.2721,4.05000,0,0.114208,2.79769,2.83482,0.500000E-01,0,0.136758E-01,0.335008,0.339454,5.00000,0,284.503,283.324,96559.5,1.18149,1012.46,0.244964E-01,0.224742E-04,0.963535E-02,1259.84,1238.26,0.815528E-02,100.000,0.00000,283.543,0.584201,0.313203,0.275110E-01,0.663433,-0.203510E-12,-0.485601E-14,0.663433,1.79304,163.503,28.1967,2.37660,-9999,0.795175E-01,0.179042,-43.1335,-0.465995E-01,64.1128,-0.104302E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.735359E-02,1.01591,0.975791,1.02178,0.129474E-01,1.19519,0.290183E-03,1.19519,0.379637E-01,1.19519,-0.250929E-03,1.19519,800009000,800009100,800009000,800009011,800009000,800109100,811119111,811119111,80000,80000,80,81,8,0,3,7,5,0,0,0.932170E-01,0.260680,0.418698E-02,0.499892E-01,0.800945E-06,0.224326E-01,0.216236E-05,0.815733E-03,0.720240E-05,0.942267E-03,-0.622810E-05,21.9394,96.5240,0.501282,0.543142E+09,294.060
CH-CHA_201811290100.csv,2018-11-29,01:30,333.0624,0,36000,36000,-0.683517E-03,2,0.273463E-03,0.230437,1,0.502794,0.445387E-02,1,0.342023E-02,0.998236E-04,1,0.766568E-04,0.518031E-02,1,0.685933E-02,0.491248E-04,1,0.798263E-04,0.181837E-01,0.530766E-03,0.118959E-04,-0.758148E-02,-0.993941E-04,0.763580E-12,0.153631E-12,0.194053E-13,534.692,13.0985,13.2724,0.750000,0,0.107579,2.63540,2.67038,0.500000E-01,0,0.135884E-01,0.332880,0.337298,2.10000,0,284.514,283.336,96559.5,1.18144,1012.47,0.244973E-01,0.646857E-05,0.963515E-02,1259.87,1239.20,0.815544E-02,100.000,0.00000,283.543,0.320096,0.559909,0.117197E-01,0.645056,0.296206E-13,0.142807E-14,0.645056,1.61425,128.809,60.2437,1.04104,-9999,0.240530E-01,0.438026E-01,-5.13976,-0.391068,51.7386,-0.800925E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.672637E-03,1.01617,0.226654,1.02194,0.372606E-02,1.19533,0.835113E-04,1.19533,0.433379E-02,1.19533,0.410972E-04,1.19533,800009000,800009100,800009000,800009000,800009000,800109000,811119111,811119111,80110,80110,80,80,3,2,2,0,1,0,0,0.441391E-01,0.398984E-01,0.356769E-02,0.225217E-01,0.561564E-06,0.352818E-02,0.625880E-06,0.189483E-03,0.207285E-05,0.107570E-03,0.102008E-05,22.0000,96.5019,0.501917,0.544893E+09,294.077
CH-CHA_201811290100.csv,2018-11-29,02:00,333.0833,0,36000,36000,-0.153516E-02,1,0.423069E-03,-0.613992,1,0.309528,-0.225252E-02,2,0.107526E-02,-0.504961E-04,2,0.241048E-04,-0.571095E-03,1,0.478200E-03,-0.898464E-04,1,0.613091E-04,0.359288,0.101179E-02,0.226818E-04,-0.477994E-03,-0.443932E-04,0.971620E-12,0.194721E-12,0.246208E-13,534.289,13.0990,13.2729,4.70000,0,0.107076,2.62516,2.66000,1.80000,0,0.135389E-01,0.331929,0.336335,0.100000,0,284.740,283.560,96559.5,1.18050,1012.47,0.245168E-01,-0.327214E-05,0.962788E-02,1259.91,1257.93,0.815574E-02,100.000,0.00000,283.544,-0.646902E-01,0.380691,0.475278E-02,0.386178,-0.645624E-13,0.181853E-14,0.386178,0.886115,91.1833,99.6441,0.705170,-9999,0.360614E-01,0.377523E-01,6.50064,0.309201,272.580,0.142453E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.150115E-02,1.02266,-0.590795,1.04376,-0.150784E-02,1.49387,-0.338022E-04,1.49387,-0.382293E-03,1.49387,-0.601434E-04,1.49387,800009000,800109100,800009000,800009011,800009000,800109010,811119111,811119111,80000,80000,80,81,29,0,0,1,17,0,0,0.286467E-01,0.454867E-01,0.137111E-02,0.155495E-01,0.207312E-06,0.135850E-03,0.572187E-06,-0.494295E-03,-0.839676E-06,-0.949648E-05,-0.149401E-05,21.9967,96.5030,0.501750,0.548586E+09,294.093
CH-CHA_201811290100.csv,2018-11-29,02:30,333.1041,0,36000,36000,0.383294E-02,1,0.945257E-03,-0.390306,2,0.215756,-0.450948E-02,2,0.106119E-02,-0.101094E-03,2,0.237898E-04,-0.142047E-01,1,0.555465E-02,-0.339088E-03,1,0.201354E-03,0.313811E-01,0.652425E-03,0.146261E-04,0.144707E-02,0.693686E-04,0.347570E-12,0.704770E-13,0.884664E-14,534.264,13.0993,13.2732,0.950000,0,0.108333,2.65616,2.69142,5.00000,0,0.135985E-01,0.333415,0.337841,4.80000,0,284.759,283.580,96559.5,1.18042,1012.47,0.245185E-01,-0.655087E-05,0.962744E-02,1259.94,1259.58,0.815593E-02,100.000,0.00000,283.544,-0.264632,-0.301447E-01,0.143472E-02,0.266348,0.138831E-12,0.650558E-15,0.266348,1.04566,9.64352,186.499,0.308634,-9999,0.569833E-01,0.817237E-01,40.3486,0.498159E-01,86.5524,0.573110E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.376487E-02,1.01808,-0.382097,1.02632,-0.354083E-02,1.27357,-0.793784E-04,1.27357,-0.111534E-01,1.27357,-0.266250E-03,1.27357,800009000,800119100,800009000,800009011,800009000,800009101,811119111,811119111,80111,80111,80,81,2,2,0,4,123,0,0,0.736934E-01,0.884272E-01,0.132680E-02,0.774785E-02,0.169706E-06,0.278590E-02,0.398479E-05,-0.319707E-03,-0.197197E-05,-0.277081E-03,-0.661435E-05,21.9972,96.5020,0.500931,0.551462E+09,294.103
CH-CHA_201811290100.csv,2018-11-29,03:00,333.1249,0,36000,36000,0.532252E-02,1,0.116081E-02,-1.39062,1,0.324952,0.906105E-02,1,0.288500E-02,0.203154E-03,1,0.646832E-04,-0.768897E-02,1,0.436530E-02,0.613156E-03,1,0.163500E-03,0.187861,-0.136533E-03,-0.306115E-05,-0.111630E-03,-0.592012E-05,-0.333878E-11,-0.676400E-12,-0.849494E-13,534.041,13.0993,13.2731,1.95000,0,0.108191,2.65377,2.68899,0.500000E-01,0,0.135877E-01,0.333288,0.337712,1.80000,0,284.877,283.697,96559.5,1.17993,1012.47,0.245286E-01,0.131644E-04,0.962341E-02,1259.94,1269.49,0.815589E-02,99.2476,9.55203,283.544,-0.392275,0.184935,0.133014E-01,0.433887,0.338461E-12,-0.625191E-14,0.433887,1.18996,40.5150,154.759,1.75676,-9999,0.671630E-01,0.190267,18.5428,0.108398,-153.472,0.173315E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.523787E-02,1.01616,-1.35667,1.02900,0.683695E-02,1.32531,0.153288E-03,1.32531,-0.580165E-02,1.32531,0.462652E-03,1.32531,800009000,800109100,800009000,800009011,800009000,800109011,811119111,811119111,80111,80111,80,81,0,0,0,0,194,0,0,0.840161E-01,0.293933,0.258474E-02,0.113782E-01,0.435553E-06,0.156916E-02,0.243071E-05,-0.113562E-02,0.380965E-05,-0.144188E-03,0.114983E-04,21.9783,96.5087,0.500570,0.550493E+09,294.098
CH-CHA_201811290100.csv,2018-11-29,03:30,333.1458,0,36000,36000,-0.204760E-02,1,0.587192E-03,0.964787,1,0.392626,0.531088E-03,2,0.113135E-02,0.119074E-04,2,0.253657E-04,-0.138048E-01,1,0.865218E-02,0.405853E-03,1,0.192393E-03,0.146900E-01,-0.939612E-03,-0.210668E-04,0.221076E-02,0.765800E-04,0.209156E-11,0.431307E-12,0.534800E-13,534.005,13.0988,13.2727,1.65000,0,0.110119,2.70115,2.73701,1.65000,0,0.136542E-01,0.334930,0.339375,1.85000,0,284.887,283.707,96559.5,1.17990,1012.47,0.245294E-01,0.771598E-06,0.962277E-02,1259.89,1270.27,0.815561E-02,99.1834,10.3731,283.544,0.114386,0.319670E-01,0.130325E-01,0.119482,0.136151E-12,0.391673E-14,0.119482,0.641405,161.557,15.6139,6.26201,-9999,0.416583E-01,0.368118E-01,-6.37770,-0.315161,1816.62,-0.193867E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.194415E-02,1.05321,0.925756,1.04654,0.430276E-03,1.23430,0.964710E-05,1.23430,-0.111844E-01,1.23430,0.328814E-03,1.23430,800009000,800109100,800009000,800009011,800019000,800119010,811119111,811119111,80111,80111,80,81,0,6,0,13,0,0,0,0.235997E-01,0.481701E-01,0.185374E-02,0.248314E-01,0.317097E-06,0.617302E-02,0.237665E-05,0.774942E-03,0.239766E-06,-0.277973E-03,0.817224E-05,21.9633,96.5144,0.500668,0.547161E+09,294.085
CH-CHA_201811290100.csv,2018-11-29,04:00,333.1666,0,36000,36000,0.347825E-02,1,0.634703E-03,-0.180909,2,0.102276,0.416438E-02,2,0.244927E-02,0.933692E-04,2,0.549149E-04,0.708943E-03,2,0.140397E-02,0.484785E-03,1,0.146440E-03,0.146512E-01,-0.264063E-02,-0.592053E-04,0.346216E-02,0.304464E-04,0.891998E-12,0.189014E-12,0.228546E-13,533.936,13.0976,13.2714,4.40000,0,0.113141,2.77536,2.81220,0.500000E-01,0,0.136804E-01,0.335582,0.340036,1.85000,0,284.896,283.716,96559.5,1.17986,1012.47,0.245302E-01,0.605033E-05,0.962153E-02,1259.77,1271.04,0.815482E-02,99.1133,11.2709,283.542,0.630275E-01,0.497543,0.100654E-01,0.501620,0.295881E-13,0.167061E-14,0.501620,1.05575,106.135,82.7804,1.14976,-9999,0.542957E-01,0.687042E-01,75.3059,0.266911E-01,-43.4420,0.278921E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.343215E-02,1.01343,-0.177498,1.02233,0.333577E-02,1.24840,0.747911E-04,1.24840,0.567881E-03,1.24840,0.388325E-03,1.24840,800009000,800109100,800009000,800009000,800009000,801009000,811119111,811119111,80111,80111,80,81,7,0,2,1,0,0,0,0.579959E-01,0.783767E-01,0.103566E-02,0.224586E-01,0.607497E-06,0.180303E-02,0.320386E-05,-0.148587E-03,0.185889E-05,0.141144E-04,0.965159E-05,22.0000,96.5017,0.501722,0.537281E+09,294.087
CH-CHA_201811290100.csv,2018-11-29,04:30,333.1874,0,36000,36000,-0.815800E-02,1,0.524727E-03,-0.355072,1,0.214262,0.214344E-02,1,0.267458E-02,0.480285E-04,1,0.599300E-04,0.173175E-01,1,0.362010E-02,-0.200110E-03,1,0.694560E-04,-1.02368,-0.670076E-02,-0.150145E-03,-0.134775E-02,-0.656692E-04,-0.144285E-11,-0.302639E-12,-0.368227E-13,535.010,13.0943,13.2681,3.10000,0,0.112218,2.74654,2.78298,3.95000,0,0.136539E-01,0.334178,0.338612,4.75000,0,284.254,283.077,96559.5,1.18252,1012.46,0.244749E-01,0.311225E-05,0.964088E-02,1259.46,1217.92,0.815282E-02,100.000,0.00000,283.538,-0.568756E-01,0.338746,0.123911E-01,0.343711,0.968971E-13,-0.269687E-14,0.343711,0.858487,85.7227,99.5311,2.06601,-9999,0.830592E-01,0.673365E-01,137.351,0.146340E-01,-165.655,0.357062E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.803191E-02,1.01570,-0.348564,1.02262,0.173178E-02,1.23771,0.388044E-04,1.23771,0.139916E-01,1.23771,-0.161678E-03,1.23771,800009000,800109100,800009000,800009000,800009000,810009000,811119111,811119111,80110,80110,80,81,2,2,1,2,1,0,0,0.218347E-01,0.111627,0.121112E-02,0.476265E-01,0.537879E-06,0.889794E-03,0.522933E-06,-0.291137E-03,0.962288E-06,0.346970E-03,-0.400934E-05,22.0000,96.5017,0.501722,0.512793E+09,294.077
CH-CHA_201811290100.csv,2018-11-29,05:00,333.2083,0,36000,36000,-0.762037E-02,1,0.993473E-03,0.804981,1,0.376916,-0.711713E-02,2,0.280908E-02,-0.159384E-03,2,0.629076E-04,0.321399E-01,1,0.760195E-02,0.124962E-02,1,0.507907E-03,-0.961494,-0.210331E-02,-0.471023E-04,0.203490E-02,0.181063E-03,0.948071E-12,0.202018E-12,0.244772E-13,536.103,13.0933,13.2670,4.95000,0,0.114234,2.78997,2.82698,2.15000,0,0.138410E-01,0.338042,0.342527,5.00000,0,283.653,282.478,96559.5,1.18503,1012.44,0.244232E-01,-0.103281E-04,0.966057E-02,1259.37,1169.92,0.815219E-02,100.000,0.00000,283.537,-0.466708E-01,0.127695,0.864972E-02,0.136231,-0.242272E-12,0.176845E-14,0.136231,0.783390,69.0480,110.077,3.64032,-9999,0.801907E-01,0.865123E-01,-54.5211,-0.368665E-01,-113.105,-0.836690E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.726961E-02,1.04825,0.774546,1.04317,-0.579309E-02,1.22855,-0.129733E-03,1.22855,0.261608E-01,1.22855,0.101715E-02,1.22855,800009000,800109100,800009000,800009011,800009010,800109010,811119111,811119111,80111,80111,80,81,0,3,0,28,0,0,0,0.680738E-01,0.103703,0.124727E-02,0.303219E-01,0.426430E-06,0.411810E-02,0.173635E-04,0.645580E-03,-0.321036E-05,0.647372E-03,0.251702E-04,21.9928,96.5044,0.501709,0.504818E+09,294.066
CH-CHA_201811290100.csv,2018-11-29,05:30,333.2291,0,36000,36000,-0.331016E-02,1,0.407874E-03,-0.330476,1,0.292919,0.500622E-03,2,0.319949E-03,0.112096E-04,2,0.716407E-05,-0.773077E-02,1,0.488818E-02,-0.482708E-03,2,0.174682E-03,-0.235414,0.130746E-02,0.292756E-04,-0.172569E-02,-0.830467E-04,-0.130068E-11,-0.273484E-12,-0.334034E-13,536.406,13.0940,13.2677,3.30000,0,0.112786,2.75316,2.78969,1.80000,0,0.137756E-01,0.336271,0.340732,0.500000E-01,0,283.506,282.332,96559.5,1.18564,1012.44,0.244105E-01,0.726379E-06,0.966604E-02,1259.43,1158.43,0.815258E-02,100.000,0.00000,283.538,0.189677,0.239463,0.939083E-02,0.305628,-0.715466E-13,-0.242481E-14,0.305628,0.981326,130.142,51.6175,1.76077,-9999,0.528381E-01,0.670418E-01,37.9909,0.529073E-01,-660.130,0.521040E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.325485E-02,1.01699,-0.323437,1.02596,0.392479E-03,1.27554,0.878810E-05,1.27554,-0.606079E-02,1.27554,-0.378435E-03,1.27554,800009100,800119100,800009000,800009000,800009000,801009010,811119111,811119111,80000,80000,80,81,0,0,1,9,371,0,0,0.274310E-01,0.105803,0.849612E-03,0.162430E-01,0.226851E-06,0.381142E-02,0.503892E-05,-0.269444E-03,0.217357E-06,-0.149902E-03,-0.935988E-05,22.0000,96.5033,0.503278,0.509858E+09,294.065
CH-CHA_201811290100.csv,2018-11-29,06:00,333.2499,0,36000,36000,-0.647548E-02,1,0.154510E-02,-0.990441,1,0.208888,0.916980E-02,1,0.315011E-02,0.205300E-03,1,0.705270E-04,0.130121E-01,1,0.117208E-01,0.185369E-03,1,0.964983E-04,-0.191880,0.118101E-02,0.264413E-04,0.344289E-02,-0.203266E-04,0.475396E-11,0.102618E-11,0.121925E-12,536.656,13.0945,13.2683,3.35000,0,0.115842,2.82656,2.86407,0.500000E-01,0,0.137637E-01,0.335837,0.340293,1.60000,0,283.386,282.213,96559.5,1.18614,1012.43,0.244002E-01,0.133034E-04,0.967054E-02,1259.48,1149.14,0.815294E-02,100.000,0.00000,283.539,-0.702251,0.607163E-01,0.501581E-01,0.706653,-0.132307E-12,0.885847E-14,0.706653,2.05105,24.8191,175.059,4.07026,-9999,0.738869E-01,0.176001,34.6616,0.579892E-01,-108.011,0.111624E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.639303E-02,1.01290,-0.970672,1.02418,0.716722E-02,1.27941,0.160465E-03,1.27941,0.101704E-01,1.27941,0.144887E-03,1.27941,800009000,800009100,800009000,800009011,800009000,810109000,811119111,811119111,80111,80111,80,80,3,6,2,10,211,0,0,0.155830,0.190458,0.571279E-02,0.666505E-02,0.382202E-06,0.724025E-02,0.100553E-05,-0.808293E-03,0.396712E-05,0.251439E-03,0.358199E-05,21.9778,96.5112,0.502850,0.513928E+09,294.067
CH-CHA_201811290100.csv,2018-11-29,06:30,333.2707,0,36000,36000,-0.202380E-01,1,0.367559E-02,-1.57175,1,0.665261,-0.143307E-01,1,0.478244E-02,-0.320899E-03,1,0.107090E-03,-0.690184E-01,1,0.249009E-01,0.410842E-03,1,0.150710E-03,0.277123,0.109745E-02,0.245746E-04,0.210771E-02,-0.368442E-04,-0.903369E-11,-0.198094E-11,-0.231137E-12,536.350,13.0950,13.2688,2.65000,0,0.117613,2.87153,2.90963,0.900000,0,0.137231E-01,0.335051,0.339497,1.55000,0,283.559,282.385,96559.5,1.18542,1012.44,0.244151E-01,-0.207943E-04,0.966502E-02,1259.53,1162.58,0.815326E-02,100.000,0.00000,283.539,-1.01421,-0.404327,0.626199E-01,1.09363,0.274182E-13,-0.168429E-13,1.09363,3.21591,349.740,201.735,3.28249,-9999,0.130662,0.263651,120.792,0.166402E-01,109.677,0.100230E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.200261E-01,1.01058,-1.54704,1.02067,-0.115310E-01,1.24280,-0.258206E-03,1.24280,-0.555345E-01,1.24280,0.330577E-03,1.24280,800009000,800019100,800009000,800009011,800009000,800109110,801119111,811119111,80000,80000,80,81,0,1,1,2,0,0,0,0.410005,0.102052,0.152443E-01,0.132937E-01,0.495271E-06,0.153924E-01,0.768538E-06,-0.128902E-02,-0.638746E-05,-0.137380E-02,0.817775E-05,21.9939,96.5066,0.504265,0.518161E+09,294.054
CH-CHA_201811290100.csv,2018-11-29,07:00,333.2916,0,35990,35990,-0.248654E-01,1,0.454650E-02,-5.95915,1,1.81287,-0.179927E-01,1,0.552370E-02,-0.402864E-03,1,0.123678E-03,-0.294332E-01,2,0.206917E-01,0.489963E-03,1,0.110370E-03,-0.147479,0.111776E-02,0.250271E-04,-0.361482E-02,-0.438074E-04,0.721932E-11,0.154051E-11,0.184192E-12,536.546,13.0956,13.2694,0.900000,0,0.114492,2.79444,2.83152,0.350000,0,0.136893E-01,0.334117,0.338551,1.70000,0,283.467,282.293,96559.5,1.18580,1012.44,0.244072E-01,-0.261056E-04,0.966856E-02,1259.58,1155.41,0.815359E-02,100.000,0.00000,283.540,-0.433354,0.225439,0.310370E-01,0.489471,-0.340189E-12,0.134552E-13,0.489471,2.99685,65.5691,152.516,3.63552,-9999,0.144808,0.407567,43.3678,0.463477E-01,331.198,0.342777E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.245223E-01,1.01399,-5.84501,1.02393,-0.141945E-01,1.26758,-0.317822E-03,1.26758,-0.232201E-01,1.26758,0.386535E-03,1.26758,800009000,800019100,800009000,800009011,800009000,800109000,811119111,811119111,80000,80000,80,81,7,0,1,6,300,0,0,0.325585,0.474571,0.149767E-01,0.485055E-01,0.294570E-06,0.569606E-02,0.225495E-06,-0.486861E-02,-0.785967E-05,-0.574228E-03,0.955892E-05,21.9850,96.5107,0.505033,0.522030E+09,294.032
CH-CHA_201811290700.csv,2018-11-29,07:30,333.3124,0,36000,36000,-0.721810E-02,1,0.122107E-02,1.66809,1,0.386103,0.119586E-02,1,0.694428E-03,0.267619E-04,1,0.155404E-04,-0.254505E-02,2,0.968681E-02,0.187786E-03,1,0.744613E-04,-0.880097,-0.633481E-03,-0.141765E-04,-0.803235E-02,-0.187764E-04,0.790634E-12,0.158393E-12,0.201483E-13,537.574,13.0953,13.2690,4.90000,0,0.107696,2.62346,2.65827,0.500000E-01,0,0.136994E-01,0.333717,0.338145,1.40000,0,282.918,281.747,96559.5,1.18810,1012.42,0.243599E-01,0.173417E-05,0.968709E-02,1259.55,1113.51,0.815341E-02,100.000,0.00000,283.540,-0.980289E-01,-0.656945,0.154664E-01,0.664399,-0.400530E-13,0.147074E-14,0.664399,1.63012,281.323,261.513,1.33390,-9999,0.779443E-01,0.569651E-01,-24.1604,-0.831940E-01,1394.88,-0.177918E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.710516E-02,1.01590,1.63942,1.02178,0.100057E-02,1.19518,0.223915E-04,1.19518,-0.212943E-02,1.19518,0.157120E-03,1.19518,800009100,800009100,800009000,800009000,800019100,800019100,811119111,811119111,80101,80101,80,80,2,28,0,58,709,0,0,0.737711E-01,0.344334E-01,0.572575E-02,0.286046E-01,0.761908E-07,0.395918E-02,0.418335E-06,0.136293E-02,0.552666E-06,-0.525584E-04,0.387801E-05,22.0000,96.5054,0.505389,0.519962E+09,294.020
CH-CHA_201811290700.csv,2018-11-29,08:00,333.3332,0,36000,36000,-0.110123E-01,1,0.210829E-02,3.60159,1,0.577208,-0.743468E-02,2,0.456013E-02,-0.166382E-03,2,0.102052E-03,-0.526576E-02,2,0.101085E-01,0.178566E-03,1,0.397710E-04,0.377384E-01,-0.713998E-03,-0.159787E-04,-0.707296E-05,-0.250323E-04,0.452352E-12,0.906197E-13,0.115095E-13,537.516,13.0949,13.2687,2.05000,0,0.107681,2.62331,2.65812,0.500000E-01,0,0.136764E-01,0.333184,0.337605,1.50000,0,282.942,281.770,96559.5,1.18800,1012.42,0.243620E-01,-0.107816E-04,0.968603E-02,1259.52,1115.28,0.815319E-02,100.000,0.00000,283.539,0.116370,-0.288832,0.222011E-01,0.312184,-0.101375E-13,0.841560E-15,0.312184,1.25320,248.765,291.944,4.07806,-9999,0.962789E-01,0.584145E-01,-21.0897,-0.953073E-01,-484.431,-0.311016E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.107315E-01,1.02617,3.51657,1.02835,-0.617381E-02,1.20423,-0.138165E-03,1.20423,-0.437273E-02,1.20423,0.148283E-03,1.20423,800009000,800009100,800009000,800009011,800019000,800019010,811119111,811119111,80000,80000,80,81,0,15,3,31,85,0,0,0.816608E-01,0.290726E-01,0.609556E-02,0.220410E-01,0.344305E-06,0.723273E-02,0.972839E-07,0.292374E-02,-0.341046E-05,-0.107936E-03,0.366020E-05,21.9972,96.5069,0.505904,0.517429E+09,294.026
