file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,,custom_variables
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,ch4_flux,qc_ch4_flux,rand_err_ch4_flux,n2o_flux,qc_n2o_flux,rand_err_n2o_flux,H_strg,LE_strg,h2o_strg,ch4_strg,n2o_strg,h2o_v-adv,ch4_v-adv,n2o_v-adv,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,n2o_molar_density,n2o_mole_fraction,n2o_mixing_ratio,n2o_time_lag,n2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,un_n2o_flux,n2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,h2o_spikes,ch4_spikes,n2o_spikes,u_var,v_var,w_var,ts_var,h2o_var,ch4_var,n2o_var,w/ts_cov,w/h2o_cov,w/ch4_cov,w/n2o_cov,data_size_lgr_mean,status_code_lgr_mean,ch4_mean,n2o_mean,t_unknown_mean,mirror_ringdowntime_lgr_mean,fit_flag_lgr_mean
CH-CHA_202107221300.csv,2021-07-22,19:00,203.792,1,36000,35986,-0.356677E-01,0,0.461466E-02,-24.2422,0,3.19256,66.4319,0,8.59939,1.51146,0,0.195653,0.258687E-01,0,0.660986E-02,0.743603E-03,0,0.185568E-03,-1.39032,0.603576,0.137326E-01,-0.829202E-03,0.238266E-04,0.217123E-12,0.243232E-13,0.398071E-14,39.7272,17.5164,17.8287,1.80000,1,0.445044E-02,1.96227,1.99505,1.75000,1,0.728356E-03,0.321144,0.326509,1.75000,1,311.080,298.912,97029.0,1.12339,1015.30,0.256125E-01,0.979425E-01,0.123238E-01,1700.05,3304.87,0.109703E-01,51.4408,1604.82,288.114,-1.69133,-0.274005,0.804830E-01,1.71527,-0.256523E-13,0.546534E-14,1.71527,4.13709,358.452,189.202,2.68939,-9999,0.178186,0.301600,19.9531,0.100736,-0.364918,-0.119282,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.351997E-01,1.01330,-20.3687,1.02816,50.3252,1.32005,1.14500,1.32005,0.170016E-01,1.52155,0.611747E-03,1.21554,800009000,800009000,800009000,800009000,800009000,800009010,800009011,800019011,80111,80111,80,80,0,3,0,2,4,0,0,0.355408,0.191788,0.560051E-01,0.118388,0.365943,0.485700E-03,0.431040E-05,-0.178582E-01,0.293263E-01,0.443221E-03,0.159478E-04,33.0000,0.505863,1.96223,0.321143,47.3784,0.950000,3.00000
CH-CHA_202107221900.csv,2021-07-22,19:30,203.812,1,36000,36000,-0.148664E-01,0,0.160635E-02,-18.2708,0,1.86190,29.1030,0,3.10575,0.661188,0,0.705593E-01,0.345492E-01,0,0.398788E-01,0.209375E-03,2,0.299633E-03,-2.30229,1.88623,0.428530E-01,0.100039E-01,0.692699E-04,-0.392162E-13,-0.462132E-14,-0.687577E-15,41.8239,18.3978,18.7426,1.80000,1,0.492862E-02,2.16804,2.20558,1.75000,1,0.733298E-03,0.322569,0.328154,1.75000,1,310.619,297.413,97036.1,1.12875,1015.77,0.254822E-01,0.428450E-01,0.130102E-01,1785.73,3022.36,0.115262E-01,59.0839,1236.63,288.880,-1.57582,-0.727355,0.880525E-01,1.73782,-0.591714E-13,-0.937650E-15,1.73782,3.50041,341.563,204.777,2.90433,-9999,0.114764,0.155972,7.07452,0.284118,-0.627798,-0.138854,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.145687E-01,1.02044,-16.2472,1.04283,20.7775,1.40070,0.472041,1.40070,0.222072E-01,1.55577,0.161861E-03,1.29355,800009000,800009000,800009000,800009000,800109000,800109000,800109011,811109011,80100,80100,80,81,18,28,11,8,16,0,0,0.125659,0.161790,0.244954E-01,0.132839,0.144273,0.419500E-01,0.707656E-05,-0.141705E-01,0.120286E-01,0.576495E-03,0.420191E-05,33.0000,0.506722,2.16785,0.322567,47.2837,0.950000,3.00000
CH-CHA_202107221900.csv,2021-07-22,20:00,203.833,1,36000,36000,-0.172115E-01,1,0.157277E-02,17.0184,2,4.64055,-22.1145,2,6.41412,-0.501346,2,0.145411,0.137593,1,0.331653E-01,-0.305652E-02,2,0.101676E-02,-3.40318,2.59899,0.589203E-01,0.345640E-02,0.229626E-03,0.180207E-12,0.205815E-13,0.300876E-14,44.7054,19.6007,19.9926,1.80000,1,0.510582E-02,2.23860,2.27846,1.75000,1,0.746409E-03,0.327257,0.333084,1.75000,1,309.345,295.213,97040.4,1.13670,1016.39,0.252925E-01,-0.324872E-01,0.139648E-01,1902.57,2646.11,0.122854E-01,71.9006,743.540,289.874,-0.569435E-01,0.977213E-01,0.188407E-01,0.114660,0.135391E-12,0.403098E-14,0.114660,1.86013,98.3112,120.230,9.45759,-9999,0.123051,0.217289,-9.36393,-0.214653,-0.769558,0.119709,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.163162E-01,1.05487,14.9177,1.04767,-21.6733,1.02036,-0.491344,1.02036,0.134258,1.02484,-0.301201E-02,1.01478,800009000,800009000,800009000,800009000,800009000,800109010,811109011,811109011,80010,80010,80,81,15,6,3,0,5,0,0,0.469593E-01,0.380503,0.711496E-02,0.432992,0.361467,0.189219E-01,0.214706E-04,0.129120E-01,-0.124273E-01,0.346363E-02,-0.777049E-04,33.0000,0.506778,2.23857,0.327249,47.1627,0.950000,3.00000
CH-CHA_202107221900.csv,2021-07-22,20:30,203.854,0,36000,36000,0.693563E-03,1,0.436693E-03,-0.495475,1,0.735139,1.14496,0,2.27133,0.259007E-01,0,0.513810E-01,0.697525E-02,0,0.658276E-02,-0.798665E-05,2,0.537956E-03,-3.48461,5.71927,0.129379,-0.106546E-01,0.399710E-03,-0.163940E-12,-0.149232E-13,-0.247409E-14,50.8683,22.2214,22.7264,1.80000,1,0.463045E-02,2.02278,2.06095,1.75000,1,0.767676E-03,0.335353,0.341682,1.75000,1,308.150,292.978,97062.9,1.14449,1017.84,0.250953E-01,0.167837E-02,0.159564E-01,2157.45,2306.56,0.139420E-01,93.5353,149.112,291.869,0.347819,0.636921,0.280853E-01,0.726247,0.222843E-13,-0.322283E-14,0.726247,1.23069,124.807,61.3613,2.21628,-9999,0.246171E-01,0.326867E-01,2.57673,0.780060,-0.432746,-0.172779E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.671172E-03,1.03336,-0.415144,1.06781,0.794661,1.44081,0.179765E-01,1.44081,0.499188E-02,1.39732,-0.622694E-05,1.28260,800009000,800109000,800009000,800009000,800009010,800019010,811119011,811119111,80010,80010,80,80,2,3,4,5,0,0,0,0.336033E-01,0.300315E-01,0.173841E-02,0.587145,0.233115,0.393646E-02,0.381823E-04,-0.356375E-03,0.451125E-03,0.128121E-03,-0.159819E-06,33.0000,0.507278,2.02275,0.335343,47.0044,0.950000,3.00000
CH-CHA_202107221900.csv,2021-07-22,21:00,203.875,0,36000,36000,0.502213E-02,1,0.725975E-03,11.0152,1,3.18686,6.81354,1,1.91795,0.153901,1,0.433218E-01,-0.135586E-01,2,0.180570E-01,-0.212890E-02,1,0.748146E-03,-2.44687,-1.76779,-0.399301E-01,0.359833E-02,0.387300E-03,0.716596E-13,0.701048E-14,0.114816E-14,49.1381,21.4172,21.8859,1.80000,1,0.480720E-02,2.09525,2.13427,1.75000,1,0.787309E-03,0.343154,0.349545,1.75000,1,306.811,291.418,97096.4,1.15136,1017.36,0.249530E-01,0.997277E-02,0.154665E-01,2080.09,2092.67,0.134332E-01,99.3988,12.5801,291.286,0.319951,0.380061,0.206526E-01,0.497234,0.149566E-12,0.145833E-14,0.497234,1.07075,136.124,49.9079,2.38047,-9999,0.660446E-01,0.775249E-01,-2.23836,-0.897977,1.61666,0.142386,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.492838E-02,1.01902,11.2271,1.02370,6.01851,1.13210,0.135943,1.13210,-0.125087E-01,1.08394,-0.204759E-02,1.03971,800009000,800109000,800009000,800009000,800009010,800009010,811109111,811109111,80100,80100,80,81,0,2,1,0,6,0,0,0.550123E-01,0.977019E-01,0.233573E-02,0.669543,0.113957,0.169010E-01,0.368904E-04,0.958478E-02,0.339220E-02,-0.318964E-03,-0.522121E-04,33.0000,0.506889,2.09517,0.343145,46.9097,0.950000,3.00000
CH-CHA_202107221900.csv,2021-07-22,21:30,203.896,0,36000,36000,0.203266E-03,2,0.737047E-03,-0.287118,2,0.332728,2.18707,1,0.648062,0.493677E-01,1,0.146284E-01,0.246034E-01,1,0.113570E-01,0.176284E-03,1,0.551095E-03,-1.08031,-1.98348,-0.447721E-01,0.647590E-02,0.217655E-04,0.211309E-12,0.229183E-13,0.353858E-14,47.1707,20.5178,20.9476,1.80000,1,0.511609E-02,2.22534,2.26568,1.75000,1,0.789921E-03,0.343591,0.349820,1.75000,1,306.376,290.731,97125.5,1.15483,1016.83,0.248867E-01,0.319903E-02,0.148565E-01,1993.34,2004.12,0.128647E-01,99.4620,10.7814,290.610,0.264491,0.390858,0.193358E-01,0.472334,0.463498E-13,0.447966E-14,0.472334,1.13917,134.168,55.9140,2.34616,-9999,0.132670E-01,0.867410E-01,0.696127,2.88740,-0.131280,-0.184297E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.190878E-03,1.06490,-0.163133,1.12992,1.42422,1.53563,0.321484E-01,1.53563,0.166585E-01,1.47693,0.126401E-03,1.39464,800009000,800109000,800009000,800009000,800009010,810109010,811109111,811119111,80110,80110,80,81,0,1,4,4,2,0,0,0.866737E-01,0.853604E-01,0.144747E-02,0.311637,0.256240E-01,0.128382E-01,0.260986E-04,-0.138924E-03,0.800069E-03,0.423263E-03,0.321163E-05,33.0000,0.506778,2.22530,0.343601,46.8502,0.950000,3.00000
CH-CHA_202107221900.csv,2021-07-22,22:00,203.917,0,36000,36000,-0.568821E-02,1,0.147528E-02,0.138436,2,1.56877,-3.74707,2,1.11750,-0.845695E-01,2,0.252214E-01,0.596194E-01,1,0.211725E-01,-0.108650E-02,2,0.619245E-03,-0.219899,-0.389487,-0.879053E-02,0.633300E-02,0.218761E-04,0.224816E-12,0.260000E-13,0.380228E-14,46.7970,20.3413,20.7637,1.80000,1,0.541209E-02,2.35248,2.39489,1.75000,1,0.791473E-03,0.344030,0.350233,1.75000,1,306.129,290.591,97138.6,1.15562,1016.73,0.248714E-01,-0.548011E-02,0.147378E-01,1976.46,1986.51,0.127532E-01,99.4939,10.0533,290.475,0.178756,0.233565,0.117561E-01,0.294355,-0.727594E-13,0.480406E-14,0.294355,1.11018,124.860,52.5719,2.28892,-9999,0.701587E-01,0.146896,-213.526,-0.941337E-02,-0.369451E-01,0.167937E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.559277E-02,1.01707,-0.788789E-01,1.02262,-3.31077,1.13178,-0.747224E-01,1.13178,0.540267E-01,1.10352,-0.102115E-02,1.06400,800009000,800109000,800009000,800009000,800009000,800109010,811119011,811119111,80110,80110,80,81,2,0,4,11,3,0,0,0.214244,0.778460E-01,0.170282E-02,0.335502,0.549673E-01,0.374423E-01,0.351836E-04,-0.671339E-04,-0.185845E-02,0.137163E-02,-0.259249E-04,33.0000,0.506472,2.35266,0.344028,46.8308,0.950000,3.00000
CH-CHA_202107221900.csv,2021-07-22,22:30,203.937,0,36000,36000,-0.191393E-01,1,0.323727E-02,-4.21652,1,1.86956,3.57657,1,1.62589,0.806611E-01,1,0.366681E-01,0.449515E-01,1,0.254659E-01,0.174259E-02,2,0.113137E-02,-1.22511,-2.13464,-0.481418E-01,0.603630E-02,-0.962971E-04,-0.243770E-12,-0.311149E-13,-0.430369E-14,44.6284,19.3774,19.7603,1.80000,1,0.569639E-02,2.47334,2.51609,1.75000,1,0.787902E-03,0.342102,0.348016,1.75000,1,305.324,289.814,97137.4,1.15912,1016.17,0.248053E-01,0.522684E-02,0.140769E-01,1882.78,1891.11,0.121444E-01,99.5592,8.33522,289.709,0.454885E-01,0.320212,0.217315E-01,0.324156,0.100198E-12,-0.546221E-14,0.324156,1.30602,117.130,81.9148,3.84401,-9999,0.128499,0.183785,43.0634,0.466754E-01,-1.17893,-0.278588E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.188297E-01,1.01644,-3.93909,1.02511,3.08752,1.15840,0.696316E-01,1.15840,0.398999E-01,1.12661,0.160991E-02,1.08241,800009000,800109000,800009000,800009000,800009000,811109000,811119111,811119111,80101,80101,80,81,0,2,4,4,3,0,0,0.219171,0.145269,0.312922E-02,0.124079,0.430011E-01,0.176502E-01,0.401140E-04,-0.334428E-02,0.172723E-02,0.100929E-02,0.407236E-04,33.0000,0.506250,2.47322,0.342105,46.8168,0.950000,3.00000
CH-CHA_202107221900.csv,2021-07-22,23:00,203.958,0,36000,36000,-0.307986E-02,1,0.877794E-03,-4.16398,1,1.37385,0.606878,1,0.792814,0.136780E-01,1,0.178686E-01,0.222704E-01,2,0.186613E-01,0.120297E-02,1,0.480148E-03,-1.04917,-1.76307,-0.397364E-01,0.871861E-03,0.168990E-03,-0.869530E-13,-0.116543E-13,-0.161650E-14,42.8475,18.5836,18.9355,1.80000,1,0.574283E-02,2.49076,2.53222,1.75000,1,0.796555E-03,0.345478,0.351230,1.75000,1,304.626,289.151,97139.2,1.16216,1015.70,0.247480E-01,0.886332E-03,0.135315E-01,1805.68,1812.80,0.116434E-01,99.6077,7.11175,289.054,0.114849,0.127759,0.908028E-02,0.172032,-0.824035E-14,-0.202936E-14,0.172032,1.07522,136.065,48.0460,3.02562,-9999,0.514793E-01,0.829043E-01,2.80348,0.716965,-6.86132,-0.685241E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.296698E-02,1.03805,-3.87546,1.07263,0.461688,1.31448,0.104056E-01,1.31448,0.172041E-01,1.29448,0.949616E-03,1.26679,800009000,800109000,800009000,800009000,800009000,800009000,811119111,811119111,80100,80100,80,81,0,0,0,2,1,0,0,0.679650E-01,0.965332E-01,0.131028E-02,0.177026,0.489290E-01,0.289994E-01,0.237893E-04,-0.328315E-02,0.257518E-03,0.433831E-03,0.239462E-04,33.0000,0.506194,2.49108,0.345470,46.7939,0.950000,3.00000
CH-CHA_202107221900.csv,2021-07-22,23:30,203.979,0,36000,36000,-0.120361E-01,1,0.234676E-02,-6.15185,1,1.79732,-4.24421,2,1.95830,-0.956338E-01,2,0.441259E-01,0.103960,1,0.296841E-01,0.252189E-02,1,0.100715E-02,-0.397541,-0.643798,-0.145066E-01,-0.131921E-03,0.229983E-03,-0.196960E-12,-0.267880E-13,-0.376895E-14,42.2025,18.2941,18.6350,1.80000,1,0.573983E-02,2.48812,2.52912,1.75000,1,0.807569E-03,0.350068,0.355837,1.75000,1,304.395,288.899,97141.5,1.16333,1015.52,0.247259E-01,-0.619707E-02,0.133326E-01,1777.59,1783.90,0.114608E-01,99.6466,6.30370,288.809,0.871223E-01,0.292438,0.181047E-01,0.305676,0.687897E-14,-0.466703E-14,0.305676,1.52348,112.708,73.4103,3.39553,-9999,0.101717,0.157424,14.6374,0.137320,1.44947,-0.511940E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.118130E-01,1.01888,-6.22136,1.03266,-3.55696,1.19321,-0.801481E-01,1.19321,0.894691E-01,1.16197,0.225402E-02,1.11884,800009000,800109000,800009000,800009000,800009000,800109110,811119111,811119111,80101,80101,80,81,0,0,6,3,0,0,0,0.220463,0.920091E-01,0.237453E-02,0.181733,0.860959E-01,0.372548E-01,0.653551E-04,-0.526612E-02,-0.198173E-02,0.225344E-02,0.567715E-04,33.0000,0.506333,2.48813,0.350074,46.7966,0.950000,3.00000
CH-CHA_202107221900.csv,2021-07-23,00:00,204.000,0,36000,36000,0.207098E-02,2,0.874827E-03,-0.468217,2,0.631652,0.226570,2,0.607192,0.510296E-02,2,0.136756E-01,-0.146129E-01,1,0.652687E-02,-0.203475E-02,1,0.565624E-03,-0.736247,-1.18077,-0.265942E-01,0.111012E-01,0.166769E-04,-0.163831E-12,-0.249869E-13,-0.323158E-14,41.0092,17.7642,18.0855,1.80000,1,0.625455E-02,2.70932,2.75191,1.75000,1,0.808909E-03,0.350400,0.355909,1.75000,1,303.923,288.434,97142.6,1.16545,1015.22,0.246858E-01,0.330672E-03,0.129674E-01,1726.12,1731.52,0.111265E-01,99.6882,5.39870,288.351,0.789972E-01,0.127867,0.694444E-03,0.150303,-0.116253E-12,-0.399499E-14,0.150303,0.857030,142.687,58.2919,0.264725,-9999,0.421543E-01,0.814439E-01,13.6876,0.146848,-2.06655,-0.938752E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.202093E-02,1.02476,-0.442081,1.03600,0.193735,1.16948,0.436344E-02,1.16948,-0.126656E-01,1.15374,-0.179733E-02,1.13210,800009000,800109000,800009000,800009000,800009000,800009000,811119111,811119111,80100,80100,80,81,0,0,0,0,0,0,0,0.114498,0.475196E-01,0.870256E-03,0.598536E-01,0.327302E-01,0.733947E-02,0.413996E-04,-0.373635E-03,0.107715E-03,-0.318316E-03,-0.451712E-04,33.0000,0.506028,2.70910,0.350410,46.7881,0.950000,3.00000
CH-CHA_202107221900.csv,2021-07-23,00:30,204.021,0,36000,36000,0.627594E-03,1,0.175138E-03,-0.539990,1,0.284114,0.801758,1,0.407650,0.180543E-01,1,0.917962E-02,-0.146396E-03,2,0.646097E-03,0.444899E-04,2,0.108364E-03,-0.316100,-0.476067,-0.107203E-01,-0.133881E-02,-0.612265E-03,-0.167168E-13,-0.255520E-14,-0.322139E-15,40.5475,17.5507,17.8643,1.80000,1,0.619776E-02,2.68266,2.72350,1.75000,1,0.781364E-03,0.338209,0.343356,1.75000,1,303.713,288.235,97138.9,1.16630,1015.10,0.246697E-01,0.116992E-02,0.128200E-01,1705.32,1709.47,0.109919E-01,99.7572,4.15076,288.162,-0.201123,0.122526,0.365278E-03,0.235506,0.165577E-13,-0.412278E-15,0.235506,0.565155,43.1780,148.650,0.888676E-01,-9999,0.231971E-01,0.125056E-01,1.97758,1.01640,-0.673508,-0.196623E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.601667E-03,1.04309,-0.462994,1.08497,0.584688,1.37126,0.131662E-01,1.37126,-0.109021E-03,1.34282,0.341193E-04,1.30395,800009000,800109000,800009000,800009000,800009000,800009100,811119011,811119111,80111,80111,80,80,0,0,0,0,2,0,0,0.133292E-01,0.113604E-01,0.321808E-03,0.361296E-01,0.381882E-01,0.636437E-02,0.760927E-05,-0.391070E-03,0.324807E-03,-0.273758E-05,0.856755E-06,33.0000,0.505722,2.68264,0.338212,46.7847,0.950000,3.00000
CH-CHA_202107221900.csv,2021-07-23,01:00,204.042,0,36000,35988,0.350727E-03,2,0.459917E-03,-0.358589,1,0.274092,0.349354,1,0.331222,0.786466E-02,1,0.745649E-02,-0.453934E-02,2,0.100844E-01,0.699029E-04,2,0.265930E-03,-0.464796,-0.719313,-0.161932E-01,0.523720E-02,0.169347E-03,0.491239E-13,0.794615E-14,0.973940E-15,39.7919,17.2286,17.5306,1.80000,1,0.643663E-02,2.78685,2.82928,1.75000,1,0.788922E-03,0.341577,0.346778,1.75000,1,303.399,287.942,97134.4,1.16758,1014.91,0.246458E-01,0.509630E-03,0.125969E-01,1673.94,1677.51,0.107889E-01,99.7869,3.57462,287.874,0.152241,0.303549,0.117231E-01,0.339789,-0.955663E-13,0.123452E-14,0.339789,0.877325,114.139,63.3646,1.97715,-9999,0.173317E-01,0.559064E-01,1.24196,1.61841,-1.02643,-0.174598E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.331505E-03,1.05798,-0.307034,1.11598,0.250812,1.39289,0.564629E-02,1.39289,-0.335692E-02,1.35223,0.539049E-04,1.29678,800009000,800109000,800009000,800009000,800009000,800009010,811119011,811119111,80101,80101,80,81,0,0,0,3,0,0,0,0.832115E-01,0.281129E-01,0.488308E-03,0.256227E-01,0.242138E-01,0.272445E-01,0.199474E-04,-0.259102E-03,0.139157E-03,-0.841847E-04,0.135182E-05,33.0000,0.506085,2.78684,0.341570,46.7799,0.950000,3.00000
CH-CHA_202107230100.csv,2021-07-23,01:30,204.062,0,36000,36000,0.442078E-02,1,0.863711E-03,5.28231,1,1.25476,2.57756,1,0.678442,0.580124E-01,1,0.152695E-01,-0.190442E-01,1,0.550514E-02,-0.161516E-02,1,0.513843E-03,-0.391374,-0.601450,-0.135367E-01,-0.158574E-02,0.289943E-03,-0.202465E-13,-0.328935E-14,-0.414660E-15,39.1709,16.9595,17.2521,1.80000,1,0.636390E-02,2.75533,2.79669,1.75000,1,0.802242E-03,0.347341,0.352555,1.75000,1,302.980,287.696,97130.4,1.16865,1014.75,0.246257E-01,0.375920E-02,0.124102E-01,1647.73,1651.03,0.106193E-01,99.7997,3.30641,287.629,0.178070,0.213951,0.371556E-02,0.278384,-0.811801E-13,-0.516877E-15,0.278384,0.770519,137.652,50.2297,0.764741,-9999,0.615045E-01,0.460072E-01,-3.76737,-0.533529,2.04935,0.724224E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.429864E-02,1.02841,5.30887,1.02984,2.37196,1.08668,0.533849E-01,1.08668,-0.179907E-01,1.05856,-0.156237E-02,1.03379,800009000,800109000,800009000,800009000,800009000,800119010,811119111,811119111,80100,80100,80,81,2,1,5,2,2,0,0,0.615154E-01,0.295641E-01,0.934617E-03,0.151354,0.238567E-01,0.316681E-02,0.355487E-04,0.447668E-02,0.131464E-02,-0.450679E-03,-0.391384E-04,33.0000,0.506222,2.75526,0.347332,46.7803,0.950000,3.00000
CH-CHA_202107230100.csv,2021-07-23,02:00,204.083,0,36000,36000,0.484952E-02,1,0.653956E-03,0.242399,1,0.544052,2.15314,1,0.683427,0.484530E-01,1,0.153794E-01,-0.947481E-02,1,0.402698E-02,0.851452E-03,1,0.595480E-03,-0.240131,-0.360491,-0.811229E-02,0.753553E-02,0.311132E-03,-0.738174E-14,-0.127658E-14,-0.155349E-15,38.7788,16.7983,17.0853,1.80000,1,0.670629E-02,2.90506,2.94830,1.75000,1,0.816104E-03,0.353523,0.358785,1.75000,1,302.569,287.544,97117.5,1.16918,1014.66,0.246160E-01,0.313976E-02,0.122971E-01,1631.85,1634.98,0.105177E-01,99.8088,3.12677,287.480,0.296132,0.461328,0.159808E-01,0.548428,0.803033E-13,-0.190355E-15,0.548428,0.930914,125.655,57.3030,1.66980,-9999,0.644033E-01,0.332854E-01,-94.2497,-0.213263E-01,0.112579,0.317264E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.476440E-02,1.01786,0.358406,1.02297,1.88256,1.14373,0.423642E-01,1.14373,-0.870540E-02,1.08838,0.818960E-03,1.03967,800009000,800109000,800009000,800009000,800009000,800019000,811119011,811119111,80101,80101,80,81,0,1,0,4,1,0,0,0.329303E-01,0.326460E-01,0.994538E-03,0.957698E-01,0.256048E-01,0.171368E-02,0.340279E-04,0.302115E-03,0.104284E-02,-0.217955E-03,0.205041E-04,33.0000,0.505750,2.90500,0.353526,46.7698,0.950000,3.00000
CH-CHA_202107230100.csv,2021-07-23,02:30,204.104,0,36000,36000,0.226631E-02,1,0.376019E-03,3.66886,1,1.58728,3.80820,1,0.994249,0.857018E-01,1,0.223751E-01,-0.381600E-02,1,0.214865E-02,-0.620758E-04,2,0.120089E-03,0.797182E-01,0.127948,0.287941E-02,0.472597E-02,-0.240309E-03,0.172024E-13,0.306069E-14,0.355922E-15,38.8799,16.8556,17.1446,1.80000,1,0.691762E-02,2.99899,3.04357,1.75000,1,0.804436E-03,0.348746,0.353930,1.75000,1,301.696,287.595,97102.7,1.16878,1014.69,0.246240E-01,0.555348E-02,0.123350E-01,1637.16,1640.29,0.105538E-01,99.8090,3.13283,287.530,0.157542,0.480069,0.104419E-01,0.505366,0.160986E-13,0.442449E-15,0.505366,1.01124,115.898,71.8319,1.18394,-9999,0.440346E-01,0.301927E-01,-1.99020,-1.00995,0.963410,0.702541E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.222444E-02,1.01882,3.81860,1.02357,3.37477,1.12843,0.759476E-01,1.12843,-0.354089E-02,1.07769,-0.600902E-04,1.03304,800009000,800109000,800009000,800009000,800009010,810019011,811119111,811119111,80101,80101,80,80,0,0,1,7,3,0,0,0.162099E-01,0.429853E-01,0.119033E-02,0.300144,0.449839E-01,0.121758E-02,0.317059E-04,0.321987E-02,0.187014E-02,-0.886863E-04,-0.150504E-05,33.0000,0.505694,2.99894,0.348729,46.7667,0.950000,3.00000
CH-CHA_202107230100.csv,2021-07-23,03:00,204.125,0,36000,36000,0.411026E-02,1,0.599378E-03,0.147464,2,0.319304,3.49752,1,1.03695,0.786686E-01,1,0.233238E-01,0.645660E-02,2,0.198993E-02,0.147661E-02,1,0.495655E-03,-0.871408,-1.31636,-0.296085E-01,0.241292E-02,-0.717428E-04,0.170539E-12,0.319402E-13,0.364098E-14,37.5128,16.2681,16.5372,1.80000,1,0.702577E-02,3.04686,3.08980,1.75000,1,0.800893E-03,0.347323,0.352218,1.75000,1,300.278,287.047,97094.9,1.17117,1014.35,0.245791E-01,0.509772E-02,0.119269E-01,1579.98,1583.08,0.101837E-01,99.8039,3.10445,286.981,0.882157E-01,0.401003E-01,-0.109956E-01,0.975241E-01,0.268951E-13,0.454615E-14,0.975241E-01,0.412432,169.682,24.4452,-6.47369,-9999,0.592412E-01,0.209543E-01,-120.547,-0.166740E-01,0.421625E-01,0.209534E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.387078E-02,1.06187,0.350855,1.05245,3.31816,1.05405,0.746343E-01,1.05405,0.618369E-02,1.04413,0.142613E-02,1.03540,800009000,800109000,800009000,800009000,800119001,811119001,811119011,811119111,80101,80101,80,81,0,0,0,0,0,0,0,0.264381E-01,0.147159E-01,0.754595E-03,0.121201,0.513090E-01,0.470378E-03,0.253511E-04,0.295337E-03,0.183445E-02,0.154504E-03,0.356328E-04,33.0000,0.506250,3.04681,0.347317,46.7599,0.950000,3.00000
