file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,,custom_variables
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,ch4_flux,qc_ch4_flux,rand_err_ch4_flux,n2o_flux,qc_n2o_flux,rand_err_n2o_flux,H_strg,LE_strg,h2o_strg,ch4_strg,n2o_strg,h2o_v-adv,ch4_v-adv,n2o_v-adv,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,n2o_molar_density,n2o_mole_fraction,n2o_mixing_ratio,n2o_time_lag,n2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,un_n2o_flux,n2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,h2o_spikes,ch4_spikes,n2o_spikes,u_var,v_var,w_var,ts_var,h2o_var,ch4_var,n2o_var,w/ts_cov,w/h2o_cov,w/ch4_cov,w/n2o_cov,data_size_lgr_mean,status_code_lgr_mean,ch4_mean,n2o_mean,t_unknown_mean,mirror_ringdowntime_lgr_mean,fit_flag_lgr_mean
CH-CHA_202201070100.csv,2022-01-07,03:00,7.124,0,36000,36000,-0.555967E-02,1,0.118151E-02,0.826011,1,0.525275,-1.39227,1,0.306897,-0.308832E-01,1,0.680754E-02,0.542989E-01,1,0.136260E-01,-0.104242E-03,2,0.514509E-04,-0.277734,-0.171187,-0.379724E-02,-0.149521E-02,-0.458945E-05,0.248354E-13,0.105918E-13,0.133017E-14,13.4921,5.95107,5.98670,1.80000,1,0.575410E-02,2.53802,2.55154,1.75000,1,0.722628E-03,0.318736,0.320434,1.75000,1,273.961,272.459,97351.7,1.24200,1008.37,0.232685E-01,-0.200123E-02,0.460874E-02,579.503,579.503,0.371074E-02,100.000,0.00000,272.423,0.401682,0.859966E-01,0.287942E-01,0.411793,-0.642265E-13,0.184074E-14,0.411793,1.25232,175.010,12.0841,4.00962,-9999,0.669058E-01,0.156603,-30.9975,-0.648439E-01,-0.593283,0.985786E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.544230E-02,1.02157,0.737214,1.02533,-1.23920,1.12353,-0.274876E-01,1.12353,0.502392E-01,1.08081,-0.998545E-04,1.04394,800009000,800109000,800009000,800009000,800109000,801119000,811119011,811119011,80010,80010,80,81,0,1,9,13,23,0,0,0.100865,0.209210,0.313145E-02,0.253055E-01,0.136560E-01,0.114276E-01,0.630457E-05,0.588647E-03,-0.639595E-03,0.117599E-02,-0.233737E-05,33.0000,0.510250,2.53803,0.318736,46.5963,0.950000,3.00000
CH-CHA_202201070100.csv,2022-01-07,03:30,7.145,0,36000,36000,-0.343269E-01,1,0.461273E-02,-7.86344,1,1.99140,3.71402,1,1.33390,0.823913E-01,1,0.295912E-01,-0.901695E-01,1,0.239412E-01,0.395187E-03,2,0.227629E-03,0.165416,0.102971,0.228429E-02,0.323101E-03,0.201061E-04,-0.154485E-12,-0.655696E-13,-0.822465E-14,13.5904,5.99399,6.03014,1.80000,1,0.576832E-02,2.54409,2.55798,1.75000,1,0.723542E-03,0.319114,0.320857,1.75000,1,273.972,272.558,97353.8,1.24156,1008.38,0.232764E-01,0.533896E-02,0.464040E-02,583.695,583.695,0.373757E-02,100.000,0.00000,272.522,0.374196E-02,-0.867268E-01,0.291300E-01,0.915647E-01,-0.476473E-13,-0.113672E-13,0.915647E-01,1.69667,325.320,272.471,18.5502,-9999,0.166277,0.249330,49.9824,0.402142E-01,-2.11723,-0.377734E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.331610E-01,1.03516,-7.42913,1.03401,3.36996,1.10210,0.747588E-01,1.10210,-0.825218E-01,1.09267,0.365896E-03,1.08005,800009000,800009000,800009000,800009000,800009010,800119010,811119011,811119011,80101,80101,80,81,0,0,2,6,14,0,0,0.683143E-01,0.417527,0.128183E-01,0.228893E-01,0.149402E-01,0.262693E-02,0.651674E-05,-0.593394E-02,0.174012E-02,-0.193240E-02,0.856811E-05,33.0000,0.509806,2.54400,0.319115,46.6055,0.950000,3.00000
CH-CHA_202201070100.csv,2022-01-07,04:00,7.166,0,36000,36000,-0.189600E-01,1,0.196385E-02,1.69105,2,0.704434,0.755591,2,0.720924,0.167652E-01,2,0.159959E-01,0.242319E-01,2,0.885264E-02,0.158835E-03,1,0.715167E-04,0.335265,0.214192,0.475251E-02,0.187095E-02,-0.723756E-05,0.110354E-12,0.467885E-13,0.578632E-14,13.7954,6.08337,6.12060,1.80000,1,0.584906E-02,2.57927,2.59346,1.75000,1,0.723352E-03,0.318978,0.320733,1.75000,1,274.118,272.758,97334.6,1.24036,1008.44,0.232981E-01,0.108638E-02,0.470520E-02,592.281,592.281,0.379342E-02,100.000,0.00000,272.722,0.178124,0.414078,0.381392E-01,0.452375,-0.336528E-13,0.799932E-14,0.452375,1.52125,121.553,66.7240,4.83628,-9999,0.123636,0.180454,-95.5331,-0.210398E-01,2.23805,0.109349E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.185838E-01,1.02024,1.69164,1.02448,0.669139,1.12920,0.148469E-01,1.12920,0.223870E-01,1.08241,0.152428E-03,1.04203,800009000,800019000,800009000,800009000,800009010,800109010,811119011,811119011,80111,80111,80,80,0,1,0,0,19,0,0,0.928043E-01,0.264323,0.377956E-02,0.147800E-01,0.178810E-01,0.222656E-02,0.629935E-05,0.135241E-02,0.345905E-03,0.524769E-03,0.357302E-05,33.0000,0.509444,2.57931,0.318977,46.6088,0.950000,3.00000
CH-CHA_202201070100.csv,2022-01-07,04:30,7.187,0,36000,36000,-0.401857E-02,1,0.782505E-03,2.25430,1,0.386451,1.06220,2,0.951706,0.235611E-01,2,0.211101E-01,0.269201E-01,1,0.109560E-01,-0.134757E-04,2,0.382835E-04,-0.543877,-0.341606,-0.757726E-02,0.205698E-02,0.168940E-04,-0.739847E-13,-0.326013E-13,-0.397625E-14,13.4702,5.94104,5.97655,1.80000,1,0.593564E-02,2.61791,2.63109,1.75000,1,0.723945E-03,0.319295,0.320903,1.75000,1,274.052,272.434,97334.3,1.24190,1008.36,0.232705E-01,0.152676E-02,0.460058E-02,578.422,578.424,0.370447E-02,99.9997,0.193170E-02,272.398,0.394041,0.169053,0.352040E-01,0.430216,-0.738111E-13,-0.549247E-14,0.430216,1.17733,167.205,23.2205,4.69368,-9999,0.568843E-01,0.112389,-6.97959,-0.287983,2.12229,0.316460E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.393616E-02,1.02094,2.25684,1.02492,0.942449,1.12707,0.209048E-01,1.12707,0.248693E-01,1.08246,-0.129082E-04,1.04397,800009000,800109000,800009000,800009000,800019000,810119010,811119011,811119011,80001,80001,80,81,0,0,5,17,15,0,0,0.681868E-01,0.154429,0.216329E-02,0.268550E-01,0.536409E-01,0.126313E-01,0.675724E-05,0.180219E-02,0.486463E-03,0.582180E-03,-0.302176E-06,33.0000,0.509750,2.61780,0.319295,46.6049,0.950000,3.00000
CH-CHA_202201070100.csv,2022-01-07,05:00,7.208,0,36000,36000,-0.565911E-02,1,0.188926E-02,-2.40731,1,1.24001,-0.732229,2,0.929666,-0.162298E-01,2,0.206060E-01,0.832330E-02,1,0.585060E-02,0.977927E-04,1,0.847817E-04,-1.31360,-0.797432,-0.176750E-01,-0.311930E-02,0.314287E-04,-0.168058E-12,-0.766741E-13,-0.958271E-14,12.7194,5.61001,5.64166,1.80000,1,0.580306E-02,2.55949,2.57154,1.75000,1,0.725265E-03,0.319884,0.321390,1.75000,1,273.420,271.652,97339.8,1.24570,1008.16,0.232024E-01,-0.105169E-02,0.435698E-02,546.224,546.224,0.349763E-02,100.000,0.00000,271.617,0.120793,0.288952,0.217450E-01,0.313937,-0.429024E-13,-0.132127E-13,0.313937,1.11360,109.735,67.3132,3.97179,-9999,0.674013E-01,0.950226E-01,10.8724,0.184871,3.28764,-0.284393E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.554854E-02,1.01993,-2.36232,1.03580,-0.605572,1.20915,-0.134224E-01,1.20915,0.707912E-02,1.17575,0.864653E-04,1.13101,800009000,800109000,800009000,800009000,800009000,801109000,811119011,811119011,80001,80001,80,81,8,0,1,9,7,0,0,0.149448,0.381655E-01,0.243158E-02,0.609596E-01,0.298015E-01,0.162980E-02,0.663629E-05,-0.188102E-02,-0.311433E-03,0.165180E-03,0.201753E-05,33.0000,0.509611,2.55946,0.319885,46.5976,0.950000,3.00000
CH-CHA_202201070100.csv,2022-01-07,05:30,7.229,0,36000,36000,-0.494342E-02,1,0.844652E-03,-0.719018,1,0.270047,0.444467E-01,2,0.513977,0.985214E-03,2,0.113929E-01,-0.632090E-02,1,0.201944E-02,-0.476941E-05,2,0.232827E-04,0.103434,0.603163E-01,0.133698E-02,-0.206513E-02,-0.161099E-04,-0.129933E-12,-0.581245E-13,-0.736890E-14,12.7761,5.63506,5.66699,1.80000,1,0.571529E-02,2.52081,2.53283,1.75000,1,0.724572E-03,0.319582,0.321106,1.75000,1,273.424,271.714,97346.6,1.24549,1008.18,0.232061E-01,0.638419E-04,0.437574E-02,548.701,548.701,0.351327E-02,100.000,0.00000,271.678,0.158497,0.328473,0.337672E-01,0.366273,-0.801290E-13,-0.101700E-13,0.366273,0.856505,116.602,64.2415,5.28969,-9999,0.630004E-01,0.474665E-01,29.7282,0.676125E-01,-16.1771,-0.908902E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.486543E-02,1.01603,-0.699670,1.02640,0.375581E-01,1.18341,0.832521E-03,1.18341,-0.551665E-02,1.14579,-0.435415E-05,1.09537,800009000,800119000,800009000,800009000,800009000,800009000,811119011,811119011,80111,80111,80,81,1,2,2,2,16,0,0,0.480048E-01,0.460047E-01,0.923273E-03,0.717528E-02,0.187594E-01,0.355903E-03,0.634964E-05,-0.557205E-03,0.193195E-04,-0.128745E-03,-0.101615E-06,33.0000,0.509556,2.52079,0.319582,46.6034,0.950000,3.00000
CH-CHA_202201070100.csv,2022-01-07,06:00,7.249,0,36000,36000,0.233516E-01,1,0.233401E-02,45.8975,1,11.1167,-3.95135,1,2.35708,-0.875467E-01,1,0.522238E-01,-0.316476E-01,2,0.409183E-01,0.231016E-03,1,0.923575E-04,-0.805784,-0.473328,-0.104871E-01,0.348556E-02,0.709662E-06,0.218318E-12,0.103799E-12,0.128283E-13,12.3314,5.43900,5.46874,1.80000,1,0.586294E-02,2.58597,2.59740,1.75000,1,0.724591E-03,0.319595,0.321008,1.75000,1,272.743,271.236,97363.4,1.24799,1008.07,0.231612E-01,-0.567303E-02,0.423168E-02,529.701,529.701,0.339079E-02,100.000,0.00000,271.200,0.568159,0.461955,0.246122E-01,0.732675,-0.153393E-12,0.177042E-13,0.732675,2.15923,145.714,39.1136,1.92506,-9999,0.136789,0.199659,-4.76742,-0.421612,-11.6157,0.266707,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.230058E-01,1.01503,44.8329,1.02128,-3.31996,1.19018,-0.735575E-01,1.19018,-0.319354E-01,0.990988,0.220194E-03,1.04915,800009000,800009000,800009000,800009000,810119010,810119010,811109011,811119011,80001,80001,80,81,48,21,37,22,23,0,0,0.804471E-01,0.307653,0.112165E-01,1.32978,0.380890E-01,0.184726E-01,0.660906E-05,0.356364E-01,-0.170368E-02,-0.743708E-03,0.512785E-05,33.0000,0.510722,2.58592,0.319595,46.5893,0.950000,3.00000
CH-CHA_202201070100.csv,2022-01-07,06:30,7.270,0,36000,36000,-0.403940E-01,1,0.648738E-02,2.79943,2,6.18755,-2.54009,1,1.15829,-0.562945E-01,1,0.256706E-01,-0.153427E-01,2,0.176682E-01,0.449947E-03,1,0.926599E-04,0.508171,0.293933,0.651429E-02,0.381594E-03,-0.284557E-04,-0.293990E-13,-0.137090E-13,-0.168679E-14,12.6092,5.56091,5.59201,1.80000,1,0.587978E-02,2.59311,2.60548,1.75000,1,0.723463E-03,0.319063,0.320585,1.75000,1,272.459,271.538,97372.7,1.24667,1008.13,0.231848E-01,-0.364789E-02,0.432213E-02,541.626,541.626,0.346695E-02,100.000,0.00000,271.502,0.752721,0.541474,0.461515E-01,0.928393,0.646761E-13,-0.233155E-14,0.928393,3.21710,146.150,35.7296,2.84942,-9999,0.180004,0.397432,-178.127,-0.112841E-01,-1.10210,0.123742E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.398644E-01,1.01329,2.63482,1.02038,-2.02600,1.25374,-0.449011E-01,1.25374,-0.132694E-01,1.15625,0.419682E-03,1.07211,800009000,800009000,800009000,800009000,800009000,800119000,801109011,801109011,80111,80111,80,81,5,5,10,5,15,0,0,0.567411,0.215496,0.119561E-01,0.678536,0.209497E-01,0.527410E-02,0.661909E-05,0.209643E-02,-0.104102E-02,-0.309368E-03,0.978464E-05,33.0000,0.509917,2.59314,0.319062,46.6077,0.950000,3.00000
CH-CHA_202201070100.csv,2022-01-07,07:00,7.291,0,36000,36000,-0.260028E-02,0,0.586102E-03,0.522481,0,2.86473,-0.989874E-01,2,0.292418,-0.219310E-02,2,0.647863E-02,0.215890E-02,1,0.451299E-02,0.245215E-04,0,0.430377E-04,-0.571478,-0.332397,-0.736439E-02,-0.890677E-02,0.156369E-04,0.262952E-13,0.117658E-13,0.154842E-14,12.2949,5.42327,5.45284,1.80000,1,0.550134E-02,2.42664,2.43706,1.75000,1,0.723997E-03,0.319355,0.320725,1.75000,1,272.460,271.198,97378.1,1.24836,1008.06,0.231545E-01,-0.142113E-03,0.422066E-02,528.249,528.249,0.338096E-02,100.000,0.00000,271.163,0.723538,0.453609,0.305999E-01,0.854520,-0.796085E-13,0.213871E-14,0.854520,1.59226,154.204,32.0849,2.05217,-9999,0.456394E-01,0.418006E-01,-15.5564,-0.129207,-5.27826,0.909713E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.256478E-02,1.01384,0.508248,1.02065,-0.811836E-01,1.21930,-0.179865E-02,1.21930,0.190908E-02,1.13086,0.232535E-04,1.05453,800009000,800009000,800009000,800009000,800019000,800119000,811109011,811119011,80011,80011,80,81,57,17,19,3,31,0,0,0.420102E-01,0.369889E-01,0.460229E-02,0.844890,0.195016E-01,0.172542E-02,0.667432E-05,0.403877E-03,-0.416470E-04,0.444449E-04,0.541361E-06,33.0000,0.510083,2.42668,0.319354,46.5856,0.950000,3.00000
CH-CHA_202201070700.csv,2022-01-07,07:30,7.312,0,36000,36000,0.278535E-02,1,0.125804E-02,-8.00693,1,2.97900,2.41402,2,0.553204,0.534676E-01,2,0.122528E-01,0.963074E-02,1,0.256841E-02,0.160925E-03,1,0.698240E-04,-0.537368,-0.304623,-0.674701E-02,-0.533583E-02,0.905642E-05,-0.819972E-13,-0.360201E-13,-0.494591E-14,12.0094,5.29731,5.32552,1.80000,1,0.527554E-02,2.32703,2.33659,1.75000,1,0.724384E-03,0.319524,0.320837,1.75000,1,272.460,270.880,97372.8,1.24982,1007.99,0.231286E-01,0.346470E-02,0.412726E-02,515.952,515.952,0.330228E-02,100.000,0.00000,270.844,0.429528,0.545988,0.184225E-01,0.694936,-0.233001E-13,-0.682775E-14,0.694936,1.58174,136.613,51.8080,1.51907,-9999,0.472082E-01,0.584266E-01,1.12336,1.78928,-3.31684,-0.134632,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.262170E-02,1.06242,-7.04542,1.12512,1.48449,1.62616,0.328796E-01,1.62616,0.627141E-02,1.53566,0.113777E-03,1.41439,800009000,800009000,800009000,800009000,800009000,800019000,811119011,811119011,80111,80111,80,81,25,6,7,6,33,0,0,0.758523E-01,0.362362E-01,0.476477E-02,0.458978,0.162101E-01,0.342946E-03,0.663639E-05,-0.559248E-02,0.760459E-03,0.145821E-03,0.264553E-05,33.0000,0.509528,2.32708,0.319524,46.5901,0.950000,3.00000
CH-CHA_202201070700.csv,2022-01-07,08:00,7.333,0,36000,36000,0.307620E-02,1,0.954285E-03,-3.00665,1,2.22371,1.66513,2,0.489849,0.368736E-01,2,0.108475E-01,-0.536469E-02,1,0.246657E-02,0.174394E-03,1,0.507718E-04,-0.331014,-0.186766,-0.413587E-02,0.105776E-02,0.450887E-05,-0.533465E-13,-0.239823E-13,-0.326618E-14,11.8344,5.22017,5.24756,1.80000,1,0.532023E-02,2.34676,2.35631,1.75000,1,0.724569E-03,0.319608,0.320909,1.75000,1,271.683,270.684,97386.7,1.25094,1007.95,0.231085E-01,0.238941E-02,0.407068E-02,508.511,508.511,0.325409E-02,100.000,0.00000,270.648,0.334596,0.660259,0.188553E-01,0.740440,0.665316E-14,-0.450775E-14,0.740440,2.36995,126.792,63.1257,1.45919,-9999,0.495893E-01,0.573785E-01,3.46780,0.579618,-1.80566,-0.480862E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.298838E-02,1.02939,-2.77838,1.05982,1.13372,1.46873,0.251057E-01,1.46873,-0.388027E-02,1.38256,0.137633E-03,1.26710,800009000,800009000,800009000,800009000,800119000,800119000,811119011,811119011,80101,80101,80,81,95,33,31,9,11,0,0,0.809812E-01,0.302558E-01,0.352010E-02,1.17599,0.182042E-01,0.701148E-03,0.669899E-05,-0.220353E-02,0.580156E-03,-0.901380E-04,0.319719E-05,33.0000,0.509556,2.34673,0.319608,46.5909,0.950000,3.00000
CH-CHA_202201070700.csv,2022-01-07,08:30,7.354,0,36000,36000,-0.107993E-01,1,0.277621E-02,-11.7880,1,4.38651,3.23036,1,1.22733,0.715567E-01,1,0.271869E-01,-0.869153E-02,1,0.422292E-02,0.154701E-03,1,0.716676E-04,0.537099,0.299719,0.663916E-02,-0.248139E-02,-0.214985E-04,-0.147601E-12,-0.635357E-13,-0.881621E-14,12.1177,5.34414,5.37285,1.80000,1,0.521614E-02,2.30043,2.31101,1.75000,1,0.723791E-03,0.319207,0.320675,1.75000,1,271.864,271.002,97396.1,1.24953,1008.02,0.231335E-01,0.463687E-02,0.416286E-02,520.638,520.647,0.333153E-02,99.9983,0.883908E-02,270.966,0.274618,0.594997,0.350783E-01,0.656253,0.889366E-13,-0.121806E-13,0.656253,1.63310,116.549,65.2245,3.06406,-9999,0.929661E-01,0.115797,5.82838,0.344864,-3.64912,-0.100670,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.105634E-01,1.02234,-11.1673,1.04506,2.35532,1.37152,0.521732E-01,1.37152,-0.669208E-02,1.29878,0.128777E-03,1.20131,800009000,800009000,800009000,800009000,800019000,800119000,811119011,811119011,80011,80011,80,81,5,11,4,1,23,0,0,0.158340,0.655749E-01,0.767938E-02,0.461594,0.235260E-01,0.387999E-03,0.654715E-05,-0.886611E-02,0.120695E-02,-0.155643E-03,0.299508E-05,33.0000,0.509917,2.30047,0.319208,46.5998,0.950000,3.00000
CH-CHA_202201070700.csv,2022-01-07,09:00,7.374,1,36000,36000,-0.618028E-02,1,0.158688E-02,15.4965,1,6.13502,1.70822,1,0.859562,0.378398E-01,1,0.190407E-01,0.417693E-01,2,0.154455E-01,0.985078E-05,2,0.458334E-04,0.270525E-01,0.104280E-01,0.230996E-03,0.145031E-02,-0.487650E-05,-0.724312E-13,-0.315202E-13,-0.432161E-14,12.1266,5.34845,5.37721,1.80000,1,0.527718E-02,2.32751,2.33825,1.75000,1,0.723534E-03,0.319116,0.320589,1.75000,1,271.658,271.018,97406.8,1.24959,1008.02,0.231323E-01,0.245202E-02,0.416642E-02,521.115,521.265,0.333422E-02,99.9713,0.149792,270.979,0.324638,0.292810,0.233771E-01,0.437806,-0.603056E-14,-0.597292E-14,0.437806,1.58600,143.509,42.0492,3.06082,-9999,0.703267E-01,0.110435,-1.91943,-1.04719,9.07170,0.174935,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.605500E-02,1.02069,15.2326,1.02476,1.51963,1.12410,0.336621E-01,1.12410,0.387103E-01,1.07902,0.947185E-05,1.04001,800009000,800009000,800009000,800009000,800019000,800019000,811119011,811119011,80111,80111,80,81,36,0,32,17,20,0,0,0.111825,0.105329,0.371710E-02,1.68592,0.239773E-01,0.781665E-02,0.667716E-05,0.120931E-01,0.778684E-03,0.900275E-03,0.220284E-06,33.0000,0.509250,2.32749,0.319115,46.5918,0.950000,3.00000
CH-CHA_202201070700.csv,2022-01-07,09:30,7.395,1,36000,36000,-0.126078E-01,0,0.142534E-02,-4.94932,0,5.14280,0.537335E-01,2,1.75735,0.119077E-02,2,0.389442E-01,0.630717E-02,1,0.443605E-02,0.260703E-03,1,0.783729E-04,0.732599,0.417226,0.924603E-02,-0.481852E-02,-0.215035E-04,-0.393165E-13,-0.159318E-13,-0.226948E-14,12.5207,5.52140,5.55205,1.80000,1,0.507362E-02,2.23738,2.24886,1.75000,1,0.722736E-03,0.318714,0.320349,1.75000,1,271.780,271.453,97390.0,1.24729,1008.12,0.231735E-01,0.771619E-04,0.429351E-02,537.873,538.279,0.344226E-02,99.9245,0.406283,271.408,1.11517,0.699176,0.557806E-01,1.31741,-0.483788E-13,-0.314012E-14,1.31741,2.65754,156.946,32.0864,2.42669,-9999,0.100539,0.152317,17.5577,0.114480,-92.1087,-0.391498E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.124327E-01,1.01408,-4.81518,1.02925,0.351445E-01,1.52893,0.778827E-03,1.52893,0.454068E-02,1.38904,0.217177E-03,1.20042,800009000,800009000,800009000,800009000,800019000,800019000,800019011,801119011,80101,80101,80,81,8,0,4,1,4,0,0,0.120830,0.165837,0.179681E-01,0.867109,0.596967E-01,0.508403E-03,0.678326E-05,-0.382942E-02,0.180481E-04,0.105808E-03,0.506069E-05,33.0000,0.509667,2.23743,0.318715,46.5917,0.950000,3.00000
CH-CHA_202201070700.csv,2022-01-07,10:00,7.416,1,36000,36000,-0.109569E-01,0,0.216068E-02,1.36666,1,1.83350,-6.29006,1,3.20651,-0.139469,1,0.710978E-01,0.173051E-02,0,0.297542E-02,-0.197696E-03,1,0.896807E-04,0.975719,0.570217,0.126434E-01,0.824804E-03,0.488011E-05,-0.365017E-13,-0.142802E-13,-0.202082E-14,13.0574,5.75853,5.79188,1.80000,1,0.510831E-02,2.25285,2.26585,1.75000,1,0.722889E-03,0.318805,0.320646,1.75000,1,272.337,272.034,97338.6,1.24386,1008.26,0.232353E-01,-0.903758E-02,0.446598E-02,560.677,561.767,0.359042E-02,99.8060,1.09001,271.972,0.732058,0.819428,0.517735E-01,1.10002,0.308199E-14,-0.279548E-14,1.10002,2.37211,137.564,48.2231,2.69767,-9999,0.938549E-01,0.135185,-51.7098,-0.388708E-01,-0.217274,0.116108E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.108235E-01,1.01232,1.06483,1.02002,-4.94992,1.27074,-0.109754,1.27074,0.149285E-02,1.15920,-0.186328E-03,1.06101,800009000,800009000,800009000,800009000,800009000,800009000,800119011,811119011,80000,80000,80,81,8,6,3,0,2,0,0,0.144462,0.106459,0.194499E-01,0.527644E-01,0.782120E-01,0.295675E-03,0.679040E-05,0.849061E-03,-0.255017E-02,0.348877E-04,-0.435448E-05,33.0000,0.508972,2.25283,0.318805,46.5968,0.950000,3.00000
CH-CHA_202201070700.csv,2022-01-07,10:30,7.437,1,36000,36000,-0.778291E-02,0,0.145934E-02,0.701853,2,0.815243,10.6466,2,6.82318,0.236318,2,0.151451,0.334191E-03,2,0.262937E-02,0.504169E-04,2,0.838791E-04,1.88281,1.15838,0.257121E-01,-0.246235E-02,-0.127719E-04,-0.101813E-12,-0.359848E-13,-0.519540E-14,14.1547,6.24281,6.28203,1.80000,1,0.500286E-02,2.20647,2.22221,1.75000,1,0.722301E-03,0.318565,0.320837,1.75000,1,271.977,273.160,97326.2,1.23835,1008.54,0.233345E-01,0.153134E-01,0.482100E-02,607.752,609.881,0.389309E-02,99.6509,2.12905,273.077,0.213461,0.750860,0.337878E-01,0.781344,-0.124320E-12,-0.719285E-14,0.781344,1.66304,112.893,74.1302,2.47842,-9999,0.792774E-01,0.140627,-60.6831,-0.331229E-01,0.659227E-01,0.708863E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.767161E-02,1.01451,1.19213,1.02099,8.97766,1.18590,0.199273,1.18590,0.301396E-03,1.10881,0.484847E-04,1.03985,800009000,800009000,800009000,800009000,800009000,800109000,800119011,811119011,80101,80101,80,81,6,2,0,5,4,0,0,0.527910E-01,0.212723,0.157400E-01,0.840159E-01,0.241630,0.596371E-03,0.674051E-05,0.954528E-03,0.464994E-02,0.707712E-05,0.113848E-05,33.0000,0.509583,2.20654,0.318565,46.5787,0.950000,3.00000
CH-CHA_202201070700.csv,2022-01-07,11:00,7.458,1,36000,36000,-0.639214E-02,1,0.192725E-02,29.4863,0,3.95417,12.5853,1,6.13186,0.279661,1,0.136257,0.563355E-01,1,0.187229E-01,0.216345E-04,2,0.120250E-03,1.94480,0.867696,0.192812E-01,-0.211142E-02,-0.342311E-04,0.169843E-13,0.556894E-14,0.817188E-15,14.9817,6.60754,6.65149,1.80000,1,0.491231E-02,2.16653,2.18367,1.75000,1,0.720834E-03,0.317917,0.320432,1.75000,1,272.870,274.328,97322.8,1.23286,1008.75,0.234351E-01,0.181220E-01,0.508075E-02,643.237,663.615,0.412110E-02,96.9292,20.3785,273.860,0.791310,0.145984,0.320864E-01,0.805303,-0.475266E-13,0.113367E-14,0.805303,2.05285,179.448,10.4526,2.28349,-9999,0.720055E-01,0.112875,-1.08234,-1.85709,2.34292,0.329273,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.630217E-02,1.01428,29.5415,1.02087,10.5997,1.18733,0.235538,1.18733,0.415790E-01,1.35490,0.204959E-04,1.05555,800009000,800009000,800009000,800009000,800019000,800019010,800019011,811119111,80110,80110,80,80,3,4,0,46,6,0,0,0.980830E-01,0.104889,0.227784E-01,0.289983,0.159645,0.283875E-02,0.699899E-05,0.237539E-01,0.551985E-02,0.980890E-03,0.483520E-06,33.0000,0.509194,2.16652,0.317917,46.5557,0.950000,3.00000
